;osmid;y;x;street_cou;lon;lat;elevation;highway;geometry
686;263833532.0;5155378.664669445;317922.5824780421;2;6.6258706;46.5273312;531.5880126953125;;POINT (317922.5824780421 5155378.664669445)
687;264775439.0;5153871.554269374;316238.20072653465;3;6.6045232;46.513322;374.0431213378906;;POINT (316238.2007265346 5153871.554269374)
688;561205322.0;5153854.601678259;316234.6533567707;3;6.6044837;46.5131686;374.18267822265625;;POINT (316234.65335677075 5153854.601678259)
689;264775440.0;5153790.041475457;316215.9785248778;4;6.604266;46.512583;373.5749206542969;;POINT (316215.9785248778 5153790.041475456)
690;264775441.0;5153805.688946055;316050.4600214882;3;6.6021041;46.5126785;374.3187255859375;;POINT (316050.46002148825 5153805.688946055)
691;264921317.0;5154404.3597416645;314877.80093793664;3;6.5865931;46.5177401;373.2149658203125;;POINT (314877.80093793664 5154404.3597416645)
692;3649542428.0;5154607.73125465;314783.56343656674;3;6.5852846;46.5195428;373.9328308105469;;POINT (314783.56343656674 5154607.73125465)
693;264922932.0;5154465.636477924;315096.23194479785;3;6.5894138;46.5183511;373.37103271484375;;POINT (315096.2319447979 5154465.636477924)
694;412510806.0;5154489.433643486;315105.7955147363;3;6.5895289;46.5185677;373.679931640625;;POINT (315105.7955147363 5154489.433643486)
695;264922952.0;5154372.814670053;315419.1534144896;4;6.5936568;46.5176051;373.54541015625;;POINT (315419.1534144896 5154372.814670053)
696;265732238.0;5154304.116236305;315523.16276250605;3;6.5950388;46.5170159;373.3300476074219;;POINT (315523.1627625061 5154304.116236306)
697;266194840.0;5154412.830523762;315557.78427521285;4;6.5954466;46.5180029;376.1380004882813;;POINT (315557.78427521285 5154412.830523762)
698;264922960.0;5154491.415567222;315631.14787402307;3;6.596371;46.5187296;377.6534118652344;;POINT (315631.14787402307 5154491.415567222)
699;583794017.0;5152907.580760672;319076.956809233;3;6.6418715;46.5054228;375.7321472167969;;POINT (319076.95680923294 5152907.580760672)
700;567923212.0;5153101.706002974;318500.3095644973;3;6.6342863;46.5070132;373.9254150390625;;POINT (318500.3095644973 5153101.706002974)
701;265720715.0;5153102.816704109;318190.7808289996;3;6.6302549;46.5069397;373.3976440429688;;POINT (318190.78082899953 5153102.816704109)
702;567600972.0;5153655.518977689;316755.67098989984;3;6.611348;46.5115205;373.5917663574219;;POINT (316755.67098989984 5153655.518977689)
703;265731191.0;5153712.70589067;316631.47948828526;3;6.609708;46.5120009;373.7261047363281;;POINT (316631.47948828526 5153712.70589067)
704;266539544.0;5153728.836569062;316653.3593896864;3;6.6099866;46.5121519;373.8132934570313;;POINT (316653.3593896864 5153728.836569062)
705;266539534.0;5153697.964196318;316656.2789835643;3;6.6100368;46.5118751;373.6780090332031;;POINT (316656.2789835643 5153697.964196318)
706;266539541.0;5153715.16854575;316623.9756981648;3;6.6096093;46.512021;373.6305541992188;;POINT (316623.97569816484 5153715.168545751)
707;300036229.0;5154221.2827188615;315617.73030362325;3;6.5963034;46.516297;373.9699096679688;;POINT (315617.73030362325 5154221.2827188615)
708;266194844.0;5154293.635588469;315542.64385543624;3;6.5952967;46.516927;373.5978698730469;;POINT (315542.64385543624 5154293.635588469)
709;567601086.0;5153828.789622441;316849.0356374276;3;6.6124957;46.5131039;374.470703125;;POINT (316849.0356374276 5153828.789622441)
710;418851118.0;5153476.3973292;317225.23135951115;3;6.6175339;46.5100375;374.433837890625;;POINT (317225.23135951115 5153476.3973292)
711;265737378.0;5153116.57678301;318018.5058197916;3;6.628006;46.5070169;374.48144531249994;;POINT (318018.5058197916 5153116.57678301)
712;4601334970.0;5153114.893815091;318025.28937112354;3;6.628095;46.5070036;374.3880004882813;;POINT (318025.28937112354 5153114.893815091)
713;3649532529.0;5154436.669577009;315517.45190586336;3;6.5949118;46.5182062;376.01605224609375;;POINT (315517.45190586336 5154436.669577009)
714;266194848.0;5154369.412055381;315642.8559979523;3;6.5965719;46.5176358;376.0546569824219;;POINT (315642.8559979523 5154369.412055381)
715;266194847.0;5154344.072412181;315703.2816430269;3;6.597369;46.5174245;377.1353454589844;;POINT (315703.2816430269 5154344.072412181)
716;266194849.0;5154018.68269925;315827.08623784664;3;6.5991105;46.5145326;374.1448059082031;;POINT (315827.08623784664 5154018.68269925)
717;269736886.0;5154012.186068949;315831.89459695155;3;6.5991757;46.5144755;374.0918273925781;;POINT (315831.89459695155 5154012.186068948)
718;270247393.0;5154350.954864939;315841.1100092643;4;6.5991615;46.5175241;379.5870056152344;;POINT (315841.1100092643 5154350.954864938)
719;266194861.0;5154160.913689879;316224.5723233692;3;6.6042313;46.5159201;377.5976257324219;;POINT (316224.5723233692 5154160.913689879)
720;574442122.0;5153938.003110499;316221.76744905463;3;6.6042829;46.513915;374.3716735839844;;POINT (316221.76744905463 5153938.003110498)
721;266381271.0;5153620.96424009;318137.10351152543;4;6.6293532;46.5115843;412.718017578125;;POINT (318137.10351152543 5153620.96424009)
722;266381278.0;5153390.957165756;318579.33592984953;3;6.6352026;46.5096354;414.83300781249994;;POINT (318579.33592984953 5153390.957165756)
723;663443782.0;5153168.124384641;318912.1865244237;3;6.6396243;46.5077213;394.1013488769531;;POINT (318912.1865244237 5153168.124384641)
724;266381294.0;5153540.606649899;318705.84897775995;3;6.6367919;46.5110151;422.5767517089844;;POINT (318705.84897775995 5153540.606649899)
725;267469248.0;5153537.979556328;318707.789681581;3;6.6368182;46.510992;422.5916442871094;;POINT (318707.789681581 5153537.979556329)
726;266381304.0;5153549.664466721;318716.4473140292;3;6.6369264;46.5110994;423.1770324707031;;POINT (318716.4473140292 5153549.664466721)
727;267469247.0;5153549.6017232565;318708.5138889431;3;6.6368231;46.5110967;422.8692321777344;;POINT (318708.5138889431 5153549.601723257)
728;266381306.0;5153535.080783333;318727.71991794417;3;6.6370789;46.5109713;423.11419677734375;;POINT (318727.71991794417 5153535.080783333)
729;266381299.0;5153552.649514563;318736.35402008926;3;6.6371845;46.5111316;424.17434692382807;;POINT (318736.35402008926 5153552.649514563)
730;266381300.0;5153535.43090495;318742.771959168;3;6.6372748;46.5109785;423.2324523925781;;POINT (318742.77195916796 5153535.43090495)
731;266381302.0;5153532.907222615;318730.85665073805;3;6.6371206;46.5109526;423.1332092285156;;POINT (318730.85665073805 5153532.907222615)
732;266381303.0;5153549.651836508;318727.64170184394;3;6.6370722;46.5111023;423.7069091796875;;POINT (318727.64170184394 5153549.651836507)
733;266381305.0;5153536.744958723;318715.223589233;3;6.6369155;46.5109829;422.7838134765625;;POINT (318715.22358923306 5153536.744958723)
734;568441714.0;5153516.801928828;318780.70513404615;3;6.6377761;46.5108212;421.90472412109375;;POINT (318780.70513404615 5153516.801928828)
735;568441695.0;5153475.189080852;318880.2367333987;3;6.6390886;46.5104738;419.7356872558594;;POINT (318880.2367333987 5153475.189080853)
736;266538200.0;5152896.793984441;319059.809979687;3;6.6416524;46.5053212;375.1341247558594;;POINT (319059.809979687 5152896.793984441)
737;993476554.0;5152981.510419169;317995.5337508192;4;6.6277597;46.5057962;374.305908203125;;POINT (317995.53375081916 5152981.510419169)
738;266539529.0;5152898.905362625;318003.56387226505;3;6.6278966;46.5050556;374.06982421875;;POINT (318003.56387226505 5152898.905362625)
739;3458070062.0;5152905.207558252;317996.6501290094;3;6.6278041;46.5051104;374.1021728515625;;POINT (317996.6501290094 5152905.207558252)
740;266539539.0;5153727.111662102;316585.83136052644;3;6.6091078;46.512118;373.7024536132813;;POINT (316585.83136052644 5153727.111662102)
741;266539535.0;5153658.2549605435;316688.43089639046;3;6.6104712;46.5115268;373.50531005859375;;POINT (316688.43089639046 5153658.2549605435)
742;266539537.0;5153724.357410096;316529.17506133806;3;6.608371;46.5120778;373.3750915527344;;POINT (316529.17506133806 5153724.357410096)
743;266811378.0;5154186.1972543225;318722.3236441859;3;6.6367547;46.5168246;470.1247253417969;;POINT (318722.3236441859 5154186.1972543225)
744;597814846.0;5154184.360044291;318735.3969203287;3;6.6369257;46.5168116;470.908203125;;POINT (318735.3969203287 5154184.360044292)
745;266837722.0;5156523.105822361;319541.7066807761;3;6.6465196;46.538058;645.9762573242188;;POINT (319541.7066807761 5156523.105822361)
746;341343312.0;5156534.101903507;319555.2191564309;3;6.6466914;46.5381605;647.168212890625;;POINT (319555.2191564309 5156534.101903507)
747;630617530.0;5156534.559542206;319539.1321233208;3;6.6464816;46.5381603;646.4568481445312;;POINT (319539.1321233208 5156534.559542206)
748;630616653.0;5156515.045150265;319544.2443284036;3;6.6465558;46.5379862;645.6338500976561;;POINT (319544.2443284036 5156515.045150264)
749;266837730.0;5156677.835534751;319524.51263778657;3;6.6462354;46.5394447;653.3302612304688;;POINT (319524.51263778657 5156677.8355347505)
750;266837733.0;5156705.254171018;319514.27999778616;3;6.6460914;46.5396885;653.68603515625;traffic_signals;POINT (319514.27999778616 5156705.254171018)
751;266837737.0;5156827.00058915;319361.0495461803;3;6.6440473;46.5407421;643.9359741210938;;POINT (319361.04954618023 5156827.00058915)
752;630617825.0;5156829.234912768;319356.9876869009;3;6.6439935;46.5407611;643.5325927734374;;POINT (319356.9876869009 5156829.234912768)
753;266837740.0;5156837.155239121;319328.99179482623;3;6.6436256;46.5408248;640.900146484375;;POINT (319328.99179482623 5156837.155239121)
754;626623204.0;5156909.751689497;319212.5760921333;3;6.6420803;46.5414463;627.0292968750001;;POINT (319212.5760921333 5156909.751689497)
755;599447465.0;5156894.97707592;319178.53822840546;3;6.6416425;46.5413043;626.877197265625;;POINT (319178.5382284054 5156894.9770759195)
756;626623160.0;5156864.111997694;319176.4337472537;3;6.6416271;46.5410262;627.3319091796875;;POINT (319176.4337472537 5156864.111997694)
757;565071309.0;5156777.461331617;319134.9590267042;3;6.6411204;46.5402359;634.7492065429688;;POINT (319134.95902670425 5156777.461331617)
758;599447435.0;5156568.531544101;319143.0168815028;3;6.6413068;46.5383594;643.94482421875;;POINT (319143.0168815028 5156568.531544101)
759;266837776.0;5156570.427964579;319093.7278116384;4;6.6406638;46.5383632;656.5556030273438;;POINT (319093.7278116384 5156570.427964579)
760;266837778.0;5156610.689502904;319070.205406145;3;6.6403416;46.5387189;656.8905029296875;;POINT (319070.205406145 5156610.689502904)
761;266837781.0;5156636.0806345055;319053.05320798064;4;6.6401082;46.5389426;657.1173706054688;;POINT (319053.0532079807 5156636.0806345055)
762;417154453.0;5156740.191914771;318978.88932123914;3;6.6391012;46.5398588;655.247802734375;;POINT (318978.88932123914 5156740.191914771)
763;266837795.0;5156921.497815984;318843.7757130385;3;6.6372698;46.5414527;652.965576171875;;POINT (318843.7757130385 5156921.497815984)
764;582622637.0;5156926.812617597;318828.2187792924;3;6.637065;46.5414963;652.28857421875;;POINT (318828.2187792924 5156926.812617597)
765;2612132999.0;5157000.753066813;318682.513372832;3;6.6351374;46.5421219;639.2490234375;;POINT (318682.51337283204 5157000.753066813)
766;266837806.0;5156989.167119378;318647.5647857714;3;6.6346865;46.5420083;635.5547485351562;;POINT (318647.5647857714 5156989.167119379)
767;599578077.0;5156885.346147369;318600.2345703541;3;6.6341103;46.541062;625.7313842773438;;POINT (318600.2345703541 5156885.346147369)
768;599577905.0;5156657.49663662;318615.7335324269;3;6.6344013;46.5390174;612.5786743164062;;POINT (318615.7335324269 5156657.49663662)
769;599718057.0;5155930.206044008;318868.0371433766;3;6.6379727;46.5325457;619.7771606445312;;POINT (318868.03714337666 5155930.206044008)
770;599711578.0;5155926.997522142;318851.508604852;4;6.6377586;46.5325124;617.952880859375;;POINT (318851.508604852 5155926.997522143)
771;602223265.0;5155918.217294642;318829.40990381595;3;6.6374741;46.5324275;615.3744506835938;;POINT (318829.40990381595 5155918.217294642)
772;599718013.0;5155913.762564948;318821.4478465856;3;6.6373721;46.5323853;614.3433227539062;;POINT (318821.44784658554 5155913.762564948)
773;266860911.0;5155886.354133756;318791.5611288577;3;6.6369934;46.5321308;609.9791870117188;;POINT (318791.5611288577 5155886.354133756)
774;266860942.0;5155322.502609085;318645.5275707393;3;6.6353109;46.5270214;551.7484130859375;;POINT (318645.52757073933 5155322.502609084)
775;266860949.0;5155218.411010064;318687.3745668532;3;6.6358967;46.5260967;534.6422729492188;;POINT (318687.37456685316 5155218.411010064)
776;271298545.0;5155221.637924183;318686.57314656617;3;6.635885;46.5261255;534.879638671875;;POINT (318686.57314656617 5155221.637924183)
777;266860951.0;5155190.1077458;318695.90679235;3;6.6360189;46.5258445;532.4096069335938;;POINT (318695.90679235 5155190.1077458)
778;266862228.0;5155858.502648376;319670.557167969;3;6.6484567;46.5321165;606.5524291992186;;POINT (319670.557167969 5155858.502648376)
779;266871584.0;5155849.225471324;317298.4257581951;4;6.6175542;46.5313932;542.3385009765625;;POINT (317298.4257581951 5155849.225471324)
780;266871588.0;5155879.051572621;317239.91891707294;3;6.6167802;46.5316455;537.578369140625;;POINT (317239.91891707294 5155879.051572621)
781;599198534.0;5155901.367579834;317215.7708723219;3;6.6164568;46.5318396;535.0361938476562;;POINT (317215.7708723219 5155901.367579834)
782;266871598.0;5156042.723363557;317256.52899807406;3;6.6169322;46.5331217;558.29248046875;;POINT (317256.5289980741 5156042.723363557)
783;266871614.0;5156006.557064844;317285.9763315433;3;6.6173301;46.5328045;556.7623901367188;crossing;POINT (317285.9763315433 5156006.557064844)
784;599196767.0;5156001.448616626;317291.6245319205;3;6.6174057;46.5327601;556.517578125;;POINT (317291.6245319205 5156001.448616626)
785;266871617.0;5155957.917985595;317352.08829879574;4;6.6182106;46.5323851;551.4771728515625;;POINT (317352.08829879574 5155957.917985595)
786;575172354.0;5155952.528350872;317359.6853062775;3;6.6183117;46.5323387;551.164306640625;;POINT (317359.6853062775 5155952.528350872)
787;266873420.0;5156220.261109279;317630.00412143825;4;6.6217285;46.5348194;590.3277587890625;;POINT (317630.00412143825 5156220.261109279)
788;575140113.0;5156228.153219056;317627.9242020969;3;6.6216983;46.5348898;590.370849609375;;POINT (317627.9242020969 5156228.153219056)
789;3501120950.0;5156214.297962346;317632.28801645705;3;6.6217606;46.5347664;590.1117553710938;;POINT (317632.28801645705 5156214.297962346)
790;266873422.0;5155975.291908244;317738.50794468616;3;6.6232384;46.5326461;595.3836059570312;;POINT (317738.5079446862 5155975.291908244)
791;266877374.0;5153849.801477764;317855.3352303952;3;6.6255938;46.5135658;414.5032958984375;;POINT (317855.3352303952 5153849.801477764)
792;564447984.0;5153836.994560299;317856.28589607094;3;6.6256112;46.5134509;413.8183898925781;;POINT (317856.28589607094 5153836.994560299)
793;280792517.0;5153915.96507069;317851.1604628421;3;6.6255135;46.5141596;417.7486877441406;;POINT (317851.1604628421 5153915.965070691)
794;266877375.0;5153733.557313359;317713.9636075576;4;6.6237981;46.5124823;408.2921752929688;;POINT (317713.9636075576 5153733.557313359)
795;567875577.0;5153732.106341555;317720.0470044962;3;6.6238779;46.5124709;408.158447265625;;POINT (317720.0470044962 5153732.106341555)
796;266877376.0;5154261.27793343;316716.3543479852;3;6.6105971;46.5169566;402.0316162109375;;POINT (316716.35434798524 5154261.27793343)
797;365938208.0;5154248.831054859;316723.4016479972;4;6.6106938;46.5168466;401.9116821289063;;POINT (316723.4016479972 5154248.831054859)
798;266877391.0;5154328.564045679;316317.08483658824;3;6.60537;46.5174528;389.1145324707031;;POINT (316317.08483658824 5154328.564045679)
799;266877402.0;5154247.225998454;316263.44592101965;1;6.6047035;46.5167068;380.8206787109375;;POINT (316263.44592101965 5154247.225998454)
800;567523474.0;5154261.558420955;316269.77727430314;3;6.6047803;46.5168374;382.172607421875;;POINT (316269.77727430314 5154261.558420955)
801;266877408.0;5154213.494795173;316259.41252826544;2;6.6046643;46.5164024;378.935791015625;;POINT (316259.41252826544 5154213.494795173)
802;567523441.0;5154205.612346674;316260.4247357161;3;6.6046806;46.5163318;378.3501892089844;;POINT (316260.4247357161 5154205.612346674)
803;567523443.0;5154223.709028161;316258.1563166819;2;6.6046439;46.5164939;379.8951110839844;;POINT (316258.1563166819 5154223.709028161)
804;266877419.0;5154186.230307554;316255.5753829521;3;6.6046251;46.5161562;378.2417602539063;;POINT (316255.5753829521 5154186.230307554)
805;597819136.0;5154119.167501758;318766.97998504573;3;6.6373625;46.5162339;474.1562194824219;;POINT (318766.97998504573 5154119.167501758)
806;611697385.0;5153722.483301168;318705.4363697411;3;6.6367156;46.5126504;439.1090087890625;;POINT (318705.4363697411 5153722.483301168)
807;267271851.0;5154973.268247426;317770.09799493325;3;6.6240431;46.5236447;493.7322998046875;;POINT (317770.09799493325 5154973.268247426)
808;564116116.0;5154971.590266205;317780.02688703185;3;6.6241731;46.5236323;493.5856018066406;;POINT (317780.0268870319 5154971.590266205)
809;583408339.0;5154978.257018334;317745.138481293;3;6.623716;46.5236828;494.1629638671875;;POINT (317745.138481293 5154978.257018334)
810;267469249.0;5153544.6000094125;318745.1963239902;3;6.6373028;46.5110616;423.5584716796875;;POINT (318745.19632399024 5153544.600009413)
811;267491469.0;5154022.002229052;317859.42563247576;3;6.6255796;46.5151153;422.4005737304688;;POINT (317859.42563247576 5154022.002229052)
812;267491473.0;5154501.631900232;317365.46412778454;3;6.6189574;46.5192942;457.52154541015625;mini_roundabout;POINT (317365.46412778454 5154501.631900232)
813;574618990.0;5154514.770339907;317353.16261699976;2;6.618792;46.519409;457.9049987792969;crossing;POINT (317353.16261699976 5154514.770339907)
814;2630947576.0;5154507.382585351;317383.4945786424;2;6.61919;46.5193508;458.5985107421875;crossing;POINT (317383.4945786424 5154507.382585351)
815;568002659.0;5154695.513838829;317121.86136636825;3;6.615708;46.5209714;441.3568115234375;crossing;POINT (317121.86136636825 5154695.513838829)
816;267491485.0;5155846.720715084;317311.7667575703;4;6.617729;46.5313743;541.8287353515625;;POINT (317311.7667575703 5155846.720715085)
817;267491486.0;5155852.291782505;317320.99962475046;4;6.6178471;46.5314269;541.7871704101562;;POINT (317320.99962475046 5155852.291782505)
818;267495300.0;5154958.158865177;315117.9404449776;3;6.5895006;46.5227856;387.5162658691406;;POINT (315117.9404449776 5154958.158865177)
819;267510221.0;5155642.560345344;318723.4467543397;3;6.6362011;46.5299203;583.9553833007814;;POINT (318723.4467543397 5155642.560345344)
820;602689574.0;5155669.7141951565;318720.61437540303;3;6.6361536;46.5301637;584.3131103515625;;POINT (318720.61437540303 5155669.7141951565)
821;267510227.0;5155797.038455944;318674.66973870527;3;6.6355053;46.5312962;588.6766357421875;;POINT (318674.66973870527 5155797.038455944)
822;602689471.0;5155910.437964227;318670.33148046955;3;6.6354045;46.5323147;593.0474243164062;;POINT (318670.33148046955 5155910.437964227)
823;267510235.0;5155975.232254103;318675.826902407;3;6.6354508;46.5328988;594.2913208007814;;POINT (318675.826902407 5155975.232254103)
824;573250856.0;5155988.317227198;318676.7256020966;2;6.6354574;46.5330167;594.5850219726562;crossing;POINT (318676.7256020966 5155988.317227198)
825;267510240.0;5155898.659236403;319028.0871263951;3;6.6400703;46.5323051;637.9188232421875;crossing;POINT (319028.0871263951 5155898.659236403)
826;267510242.0;5155917.965626688;319050.02448859764;3;6.6403486;46.5324846;638.40966796875;;POINT (319050.02448859764 5155917.965626688)
827;599712993.0;5155926.079250694;319057.2515036736;3;6.6404396;46.5325595;638.5325317382812;;POINT (319057.2515036736 5155926.079250695)
828;598142729.0;5155914.555820269;319047.2745894406;3;6.6403141;46.5324532;638.3367309570312;;POINT (319047.27458944067 5155914.555820269)
829;267510253.0;5156156.690450078;319147.9189141113;3;6.6415311;46.5346575;640.6116943359375;;POINT (319147.9189141113 5156156.690450078)
830;8542664029.0;5156378.754277424;319101.1729845008;3;6.6408355;46.5366417;650.3154296875;;POINT (319101.17298450076 5156378.754277424)
831;267510268.0;5156380.776721963;319674.1358728357;3;6.6483005;46.5368137;641.6460571289062;;POINT (319674.1358728357 5156380.776721963)
832;267510272.0;5156306.180488224;319674.36819385027;3;6.6483325;46.536143;636.42822265625;;POINT (319674.36819385027 5156306.180488224)
833;4174445897.0;5156299.270020372;319668.16836158524;3;6.6482544;46.5360792;635.9166259765626;;POINT (319668.16836158524 5156299.270020372)
834;4174445896.0;5156297.612741767;319666.68381335307;3;6.6482357;46.5360639;635.7708740234374;;POINT (319666.68381335307 5156297.612741767)
835;267510295.0;5156262.668116852;319643.6236520171;3;6.6479488;46.5357435;632.9613647460938;;POINT (319643.6236520171 5156262.668116852)
836;267510300.0;5156228.983314052;319626.80193780246;3;6.6477427;46.5354361;630.5238037109375;;POINT (319626.80193780246 5156228.983314052)
837;267510302.0;5156173.226102278;319608.7616658595;3;6.6475293;46.5349299;626.7094116210938;;POINT (319608.7616658595 5156173.226102278)
838;630616701.0;5156130.859297577;319594.0598447556;3;6.6473542;46.534545;623.89306640625;;POINT (319594.0598447557 5156130.859297577)
839;267510304.0;5155831.770289001;319525.36720389413;3;6.6465754;46.5318372;613.9716186523439;;POINT (319525.36720389413 5155831.770289001)
840;9135967787.0;5155811.920371717;319517.86743885773;3;6.6464854;46.5316567;613.5197143554688;;POINT (319517.86743885773 5155811.920371717)
841;3389308005.0;5155810.810262973;319584.92338954663;3;6.6473595;46.5316647;612.0101928710938;;POINT (319584.9233895467 5155810.810262973)
842;267510307.0;5155805.397647124;319610.1746463661;3;6.6476906;46.5316228;610.1781005859375;;POINT (319610.17464636615 5155805.397647124)
843;267510319.0;5155593.914414965;319668.8964581319;3;6.6485378;46.5297369;587.792724609375;;POINT (319668.8964581319 5155593.914414965)
844;267519618.0;5156145.6283860365;317945.6446868389;4;6.6258704;46.5342338;595.7763061523439;;POINT (317945.6446868389 5156145.6283860365)
845;267519620.0;5156104.70527547;317963.2784638629;3;6.6261162;46.5338706;595.1549682617188;;POINT (317963.27846386295 5156104.70527547)
846;268223228.0;5154500.021665057;315108.6985155258;3;6.5895625;46.5186637;373.7123107910156;;POINT (315108.6985155258 5154500.021665057)
847;268244867.0;5153279.934473016;318168.87781558506;3;6.6299004;46.5085264;387.5528564453125;;POINT (318168.87781558506 5153279.934473016)
848;567921216.0;5153241.095422971;318076.80437980226;3;6.6287165;46.5081523;381.40332031249994;;POINT (318076.80437980226 5153241.095422971)
849;564464309.0;5153572.315369215;318259.8601504516;3;6.630971;46.51118;418.87939453125;;POINT (318259.86015045154 5153572.315369215)
850;564464307.0;5153578.761833815;318243.31520696566;3;6.630753;46.5112335;418.55133056640636;;POINT (318243.31520696566 5153578.761833815)
851;268247699.0;5154159.138331885;319522.9981658434;3;6.6471943;46.5167964;512.7184448242188;;POINT (319522.9981658434 5154159.138331885)
852;8687650141.0;5154140.823321966;319633.40485450835;3;6.6486395;46.5166613;507.3431701660156;;POINT (319633.40485450835 5154140.823321966)
853;581203415.0;5154163.411682174;319582.225409772;3;6.6479641;46.5168507;516.5629272460938;;POINT (319582.225409772 5154163.411682174)
854;268247705.0;5154299.945427287;319724.06797748955;3;6.6497587;46.5181164;535.2394409179688;;POINT (319724.06797748955 5154299.945427287)
855;616664243.0;5154307.713666144;319725.742611388;4;6.6497775;46.5181867;535.3388671875;turning_circle;POINT (319725.742611388 5154307.713666144)
856;580056006.0;5154303.9633173;319716.11899588164;3;6.6496536;46.5181504;535.6947021484375;;POINT (319716.11899588164 5154303.9633173)
857;616664214.0;5154305.733924318;319704.46414721373;3;6.6495011;46.5181632;536.3616333007812;;POINT (319704.46414721373 5154305.733924318)
858;268247708.0;5154374.573985198;319542.4641261444;4;6.6473642;46.5187388;549.384033203125;;POINT (319542.46412614436 5154374.573985198)
859;615589227.0;5154409.528156939;319501.41320058075;3;6.6468159;46.5190421;549.0359497070312;;POINT (319501.41320058075 5154409.528156939)
860;616664501.0;5154390.38191248;319645.2929136084;3;6.6486975;46.5189085;550.2365112304688;;POINT (319645.29291360837 5154390.38191248)
861;268247717.0;5154573.345837489;319666.19755402126;3;6.6488988;46.5205593;554.7669677734375;;POINT (319666.19755402126 5154573.345837489)
862;616385519.0;5154587.432616868;319634.9659830765;3;6.6484865;46.5206776;558.099365234375;;POINT (319634.9659830765 5154587.432616868)
863;268247718.0;5154605.222492487;319597.40412813914;3;6.6479903;46.5208275;561.40625;;POINT (319597.40412813914 5154605.222492487)
864;616385489.0;5154611.678801644;319585.2600499486;3;6.6478296;46.5208823;562.30419921875;;POINT (319585.2600499486 5154611.678801644)
865;268247719.0;5154713.276142077;319645.8781109404;4;6.6485798;46.5218121;561.4818115234375;;POINT (319645.87811094034 5154713.276142077)
866;5071560264.0;5154724.87917425;319653.2172089983;3;6.6486709;46.5219184;561.7506713867188;;POINT (319653.2172089983 5154724.87917425)
867;268247721.0;5154719.201182702;319520.22762587725;3;6.6469407;46.5218317;565.1603393554688;;POINT (319520.22762587725 5154719.201182702)
868;268247722.0;5154826.596790963;319629.56465160975;4;6.6483233;46.5228267;564.7003784179688;;POINT (319629.56465160975 5154826.596790964)
869;5071556895.0;5154756.374018908;319558.06833370484;3;6.6474192;46.5221761;565.5641479492188;;POINT (319558.06833370484 5154756.3740189085)
870;268426411.0;5154454.420475852;316531.40696942963;3;6.6081119;46.5186429;408.0542602539063;;POINT (316531.40696942963 5154454.420475852)
871;268426412.0;5154456.8668706985;316514.9059067562;3;6.607896;46.5186604;407.75051879882807;;POINT (316514.9059067562 5154456.8668706985)
872;268426413.0;5154469.209657036;316534.05090383696;3;6.6081405;46.5187766;408.81732177734375;;POINT (316534.05090383696 5154469.209657036)
873;268426414.0;5154472.372742149;316517.38735134027;3;6.6079222;46.5188005;408.3251647949219;;POINT (316517.38735134027 5154472.372742148)
874;268432822.0;5154241.313189049;316222.6521356164;3;6.6041745;46.5166425;382.0636596679688;;POINT (316222.6521356164 5154241.313189049)
875;273490455.0;5153148.859072718;317844.7380685494;3;6.6257304;46.5072602;375.41455078125;;POINT (317844.7380685494 5153148.859072718)
876;268655009.0;5153140.95944214;317856.3180916052;3;6.6258843;46.5071923;375.3088989257813;;POINT (317856.3180916052 5153140.95944214)
877;268655031.0;5153426.177101132;318726.0413776867;3;6.6370995;46.5099916;418.9680786132813;;POINT (318726.0413776868 5153426.177101132)
878;268655032.0;5153418.194624461;318639.4211233993;3;6.6359745;46.5098965;424.7139587402344;;POINT (318639.4211233993 5153418.194624461)
879;568433702.0;5153500.742203847;318678.5724434315;3;6.6364522;46.5106493;424.8680725097656;;POINT (318678.5724434315 5153500.742203847)
880;268655035.0;5153378.024187199;318727.47155733383;3;6.6371369;46.509559;413.191650390625;;POINT (318727.47155733383 5153378.024187199)
881;568419458.0;5153376.345019127;318727.4673600097;3;6.6371375;46.5095439;413.0700073242188;;POINT (318727.4673600097 5153376.345019127)
882;663443787.0;5153245.277901843;318785.5787524777;3;6.6379454;46.508381;402.7510681152344;;POINT (318785.5787524777 5153245.277901843)
883;1433170957.0;5153294.793493694;318725.9858575829;3;6.63715;46.5088102;407.385498046875;;POINT (318725.9858575828 5153294.793493695)
884;268958589.0;5154757.399026145;320395.9352896769;3;6.6583335;46.5224094;567.002685546875;;POINT (320395.9352896769 5154757.399026145)
885;330910187.0;5154777.014224519;320341.6768988235;3;6.6576191;46.5225713;566.7727661132812;;POINT (320341.6768988235 5154777.01422452)
886;268958590.0;5154838.294635658;320181.6473293025;4;6.6555107;46.5230796;567.54052734375;;POINT (320181.6473293025 5154838.294635658)
887;617682319.0;5154843.162489866;320173.8929657183;2;6.6554078;46.5231213;567.62255859375;crossing;POINT (320173.8929657183 5154843.162489866)
888;268958591.0;5154908.489697088;320104.95870031865;2;6.6544845;46.5236903;568.0179443359375;;POINT (320104.95870031865 5154908.489697088)
889;4212883641.0;5154923.4919227725;320092.239794343;2;6.654313;46.5238218;568.0616455078125;;POINT (320092.239794343 5154923.4919227725)
890;5792139658.0;5154886.573625235;320124.67257608304;2;6.6547498;46.5234985;567.9117431640625;;POINT (320124.67257608304 5154886.573625235)
