;NO_COM_CAN;NO_COM_FED;NOM_MIN;NOM_MAJ;NO_DIS_CAN;NO_DIS_FED;NO_CANTON;geometry
0;132;5586;Lausanne;LAUSANNE;5;2225;22;POLYGON ((6.6744031860609665 46.53820147874014, 6.677470976726385 46.53459364189545, 6.677332729954975 46.53409873108201, 6.673667687544425 46.533935253932526, 6.672259183128628 46.53323641071501, 6.67106661904776 46.53309439847052, 6.670124258880212 46.532262220195854, 6.670355838066626 46.52861684388644, 6.6688464268676295 46.528617722481705, 6.66862037270136 46.52636010983569, 6.664461542627058 46.52625724693429, 6.662544075870067 46.52405508580407, 6.661459328430382 46.52383859168489, 6.660398404145372 46.523054330440615, 6.659806225525238 46.52232832498292, 6.660127646406432 46.52229877521481, 6.660102447011908 46.521931014966704, 6.6595697652978885 46.52049245296156, 6.658970485201202 46.519951595600276, 6.656732250635965 46.51890063670604, 6.6563237358613305 46.51920350580151, 6.6541515253976415 46.51809223642264, 6.653763302187926 46.51588677750106, 6.654306387357276 46.51495818324541, 6.65366875590924 46.5132900331696, 6.651933190638149 46.51329112480422, 6.6516174353984505 46.51371355713452, 6.6498965520351385 46.51281455603147, 6.648754562622447 46.512689921008835, 6.648401757668788 46.513060350196085, 6.646523607376552 46.51253930468246, 6.645144244637735 46.512750237695485, 6.644274707092781 46.512068618684424, 6.642346047984236 46.511637740181015, 6.6420180294869855 46.511817967027696, 6.639383163348443 46.51043533815808, 6.639715320880904 46.508501633776845, 6.640368923401342 46.50811892815885, 6.6403816660979205 46.50743234771223, 6.641008358117422 46.507566363342185, 6.64100552443773 46.50675956677258, 6.642023883004681 46.505913240252525, 6.641985666374444 46.50536344684468, 6.641869342617775 46.504936683697736, 6.641411900470403 46.504823383992274, 6.6322574208652645 46.5071631338207, 6.629691768622506 46.50654847640971, 6.6291626180251155 46.50682214013955, 6.6283494763495465 46.506724825335546, 6.6277622024676885 46.50603275121056, 6.6289633789834745 46.505177681828904, 6.627096051675351 46.504485858969296, 6.627348350985363 46.50528884671832, 6.626196852303728 46.505914935791985, 6.625684747517205 46.50470487246978, 6.625449595519766 46.505345966229875, 6.625947903996905 46.50615551578746, 6.623365467237381 46.50775576501396, 6.6210710386497205 46.50707097386152, 6.621196609852882 46.50761842771114, 6.618483190130598 46.50908421111273, 6.617362071142647 46.50822055164003, 6.617985327642168 46.50758038462277, 6.615531316483274 46.50909424171853, 6.615927207949889 46.509648224153466, 6.614904820976583 46.51023985396689, 6.612621590182666 46.511006242927614, 6.609009300244665 46.51146102679274, 6.608387494211344 46.51198753531548, 6.6078421392825675 46.51168468245836, 6.607722063744326 46.51256911898944, 6.60485393284056 46.51250668134207, 6.604665318745567 46.51154190101514, 6.605156814109931 46.51149648485608, 6.604699312132023 46.511483766172944, 6.604648148681475 46.511208837620856, 6.601815430700624 46.51185098796835, 6.601775123567366 46.51223599425841, 6.600461381932407 46.51259198625652, 6.600743182032793 46.51331231823954, 6.599857647435218 46.513617156165324, 6.5968284652495415 46.51586919671506, 6.595272029824505 46.516851302613865, 6.591642649576228 46.51831474932545, 6.590043892337159 46.518552830763454, 6.588349046422247 46.51764270417765, 6.5871463056107284 46.51724930510897, 6.586654285362066 46.517420423807074, 6.584240167284502 46.52076280980578, 6.585652449625509 46.521162879628655, 6.586929286288357 46.52087837093478, 6.586591223532181 46.52178131110186, 6.585883180196456 46.522334219316896, 6.586925425337171 46.52566706311113, 6.587467409870845 46.52545719342238, 6.58935054250524 46.52762124424456, 6.590895662139668 46.52706071765013, 6.5909825382384355 46.526358112731025, 6.596156006107656 46.52397684270438, 6.600061213420463 46.52335988951983, 6.600858771754121 46.5235153871618, 6.60059215938384 46.523647019361746, 6.602127074800895 46.52463706086282, 6.603327029451907 46.52463535840827, 6.603321245598118 46.52503493199727, 6.603799533032767 46.52503836241111, 6.603168091473962 46.5267482557791, 6.6039416015425125 46.52834747444664, 6.603751795252883 46.52878805671326, 6.605592351583416 46.52838450751838, 6.607526106620251 46.52845352897843, 6.607366875713554 46.53145391199261, 6.6094288309300255 46.53273570380384, 6.609800618545412 46.53248867941451, 6.610865399656459 46.53319345160537, 6.610580707868863 46.53359152981547, 6.61172499361177 46.53393288281879, 6.611241403502469 46.534618917451176, 6.61285893864655 46.53537761873677, 6.610235320649819 46.5397909891896, 6.611715765996724 46.5402115582057, 6.6109922271116925 46.54208632326771, 6.611942753932337 46.54229431376086, 6.611282990423051 46.544817902397476, 6.6123327948304755 46.55012208711803, 6.614339921075636 46.5497905114052, 6.6144690139839675 46.54896972846331, 6.617448783192287 46.550956465606, 6.6199110803979355 46.55114373875145, 6.619289756201114 46.55099639778331, 6.619522046396447 46.55005454766685, 6.620116099370861 46.54911800529189, 6.621854312855369 46.54877680119925, 6.621746279641825 46.54742829453634, 6.622458718889853 46.54558298099106, 6.62537735602167 46.544251543362336, 6.625181678275101 46.54336752717507, 6.625866069486259 46.54288842376689, 6.625425408844165 46.54265360916145, 6.625860007637959 46.54176507655416, 6.625522335336343 46.54118391321632, 6.627556608251645 46.54119702190548, 6.6284530914895905 46.53996667251073, 6.628754165464903 46.53999814873965, 6.628865630126529 46.538831649848284, 6.631048082925829 46.54000306227099, 6.631399432068709 46.54146991507276, 6.634943557190897 46.54227022427794, 6.636669580137409 46.54163275692525, 6.638250321648609 46.54250160084326, 6.639452219333267 46.54365358693439, 6.642456243207002 46.543662727575395, 6.643527474321773 46.54592898448036, 6.644678613935979 46.5464450502027, 6.646800760917543 46.54675847279462, 6.6472613132487925 46.546077310789535, 6.64938801412141 46.54497579190079, 6.652983698848204 46.5439406379866, 6.653868545869268 46.54277349651844, 6.655678851662745 46.54189683213, 6.657956036402784 46.54273205928812, 6.658192028243563 46.541664413599925, 6.659068056719293 46.54185080539413, 6.661441145001622 46.541157763356324, 6.661668040457137 46.54148174387935, 6.664585212464719 46.54050636763107, 6.664820022070417 46.54069760535339, 6.66513734230287 46.54029528926386, 6.666905118435212 46.53961917406385, 6.66732758616412 46.53985145408617, 6.668236578041684 46.538879922813926, 6.668901664146951 46.538646950179235, 6.668957016120078 46.53891612688246, 6.67430349422036 46.5380086368856, 6.6744031860609665 46.53820147874014))
