;x_3857;y_3857
193;738483.5722239981;5863779.145949169
194;738564.7018688882;5863754.443351021
195;738437.5527465043;5863792.346580177
196;738541.1800604835;5863963.06682086
197;738688.3555592615;5864348.020533619
198;739021.735170289;5864042.094606645
199;739258.155504836;5863893.309414865
200;739197.553174048;5863766.107110061
201;739124.5498519858;5863623.910604182
202;738431.8754524738;5862009.454053754
203;739303.4736695379;5861688.228594972
204;737623.7182132127;5861821.44977288
205;737574.6931094673;5861865.9111931445
206;737667.7116759743;5861783.457998974
207;737313.7045633026;5862101.791764677
208;737294.0678051265;5862094.772188396
209;737165.1375708898;5862045.58678923
210;737177.22686759;5862050.083174043
211;737145.9460906772;5862088.545149611
212;735866.7515580734;5862917.4917551465
213;735893.334652475;5862958.044193514
214;735878.317653167;5862935.090875746
215;735945.0759517954;5863032.921923721
216;740065.3887923234;5866655.621020376
217;740076.8101720789;5866672.289039131
218;739960.369984709;5866171.728234294
219;739818.64914098;5865815.432011927
220;739850.9985850046;5865835.027200625
221;739842.9835816674;5865724.204119832
222;739830.7161737819;5865670.047108609
223;739770.8485516333;5865544.3400531
224;739983.8695292153;5866176.453273303
225;739742.9964150368;5865391.6623610305
226;739525.377942485;5865534.243438788
227;736621.6646848881;5862747.082974848
228;736623.3790050461;5862723.822877377
229;736635.8133921679;5862713.810378705
230;736600.2913426555;5862744.333168743
231;740113.1448538736;5865625.161927067
232;739975.8433939292;5865312.217938757
233;739959.5016926808;5865292.898975982
234;739894.4020544649;5865196.401878119
235;739933.4084040388;5865254.0993783595
236;739731.3523963;5864986.422417784
237;739720.4653501003;5865029.508408993
238;739746.8035416221;5864930.732914064
239;739760.9856447492;5864811.702232305
240;739917.8348072768;5864787.660074704
241;739760.7852696655;5864778.615969187
242;739892.2424563435;5864344.849591559
243;739883.6374597052;5864368.356653513
244;739873.0287122326;5864333.718946854
245;739753.0151692085;5864891.4171782555
246;739786.4332803445;5864929.826870437
247;740032.916896859;5865028.6670733085
248;739985.4168701373;5864996.874351185
249;739860.5164014675;5864928.64577799
250;739953.779870854;5864975.711625863
251;740101.8793214053;5865058.647796527
252;740102.9257246187;5865075.814354891
253;740018.0891406852;5864772.920937925
254;740017.0872652681;5864769.911633126
255;740036.0783703974;5864827.994633555
256;739932.195021589;5864785.459719017
257;739924.8256712988;5864786.592254963
258;739959.1343383612;5864781.528202505
259;739751.3231129483;5864274.118467041
260;739602.1772591834;5865609.579994432
261;739389.3343927866;5865397.697577655
262;739233.3869181345;5864704.402882356
263;739235.9472664228;5864698.497573169
264;739735.4823494083;5865307.638984778
265;739732.899737222;5865285.181110764
266;739731.8310701103;5865271.864977698
267;739730.9850419803;5865261.445077193
268;739660.8203669334;5865146.778447711
269;739637.7215725937;5865150.6777680935
270;739678.3977145295;5865042.176992591
271;739593.5388666978;5864705.907523415
272;739698.0790005019;5864663.405557411
273;739684.8431130465;5864572.076371453
274;739718.9402730765;5865141.698007979
275;739724.3615322782;5865197.016712074
276;739774.3885114407;5864662.790760781
277;739581.9171118592;5864710.6964902105
278;739847.681264179;5865871.22420827
279;739860.7947001944;5865908.910030879
280;740101.9349811507;5865972.22710742
281;740111.6086449006;5865974.023228436
282;740079.4707079086;5866101.4516697535
283;740025.4028312303;5866150.4008638095
284;740104.8849476568;5865739.705351492
285;740104.2949543555;5865747.164722191
286;740224.3196293289;5866179.1232451005
287;740200.6531055863;5866182.213940737
288;740290.2318998277;5866059.509304502
289;740284.9330920659;5866052.891102345
290;740301.7757310228;5866013.392351537
291;740314.8112433947;5865961.304757799
292;740223.3622817079;5865998.31135136
293;740248.8210492524;5866009.864819134
294;740198.7940700899;5865992.939155829
295;740423.5815178489;5866077.163261775
296;740409.5663939579;5866059.816751669
297;740504.154565285;5866136.225796428
298;740452.8251480801;5866231.972671951
299;740711.3646654475;5866294.709529079
300;740531.2385973949;5866448.940214328
301;740730.4336942205;5866404.989614234
302;740711.5984363783;5866315.260518531
303;740524.7598030309;5866467.112783682
304;740754.3896486392;5866387.771913294
305;740760.4899567348;5866269.514405222
306;740780.7946318554;5866238.170283246
307;740920.2334260232;5866300.907184617
308;740857.1486705905;5866290.987701482
309;741052.4364532891;5866324.548934261
310;741002.1089115015;5866314.694152039
311;740931.7995211165;5866302.849009704
312;739976.7784776518;5864649.038742144
313;740332.2216117547;5865913.11713145
314;740409.5329981107;5865814.509696109
315;740469.6789189862;5865760.62720334
316;740476.0463938597;5865754.478471411
317;740579.9520065661;5865598.480109113
318;740645.1629642729;5865352.749066503
319;740453.3149538398;5865197.890423561
320;740338.0658850215;5865322.734979898
321;740222.638705018;5865382.213129389
322;741135.1913627448;5865990.042702374
323;741073.0305590859;5865968.39214756
324;741187.7898221448;5866008.861576231
325;741356.5056423909;5866010.188445902
326;741343.3588105284;5865988.230396786
327;741397.760645679;5866076.467458939
328;740636.6358912779;5865881.110855416
329;740713.8470900923;5865916.935886023
330;740699.8319662013;5865911.175392476
331;740734.6749668197;5866019.719259533
332;740735.4096754589;5866021.483027537
333;741260.8488039522;5866023.246795894
334;739715.3891813201;5864442.097727908
335;739702.8434747078;5864504.530595491
336;739756.6775804556;5864450.397277646
337;739578.6331868807;5864263.5541461995
338;739575.4383174948;5864239.75615909
339;739623.3390943832;5864241.648994591
340;739648.4193756591;5864433.490795715
341;736747.132882961;5863925.454050571
342;736805.5756156276;5863954.023563759
343;736740.9546512221;5863922.056776017
344;739836.7162943359;5865123.689976149
345;739860.6165890091;5865155.531696302
346;739920.7068501393;5864286.430042268
347;739939.3751287453;5864272.937462705
348;739766.3401122564;5864062.478552021
349;739774.466435084;5864055.441232204
350;739766.4848275942;5864054.858833574
351;739556.8034347361;5864240.354748052
352;739719.5525302758;5863864.432728614
353;739896.3056177575;5863715.407887219
354;739179.6641318776;5864138.481965067
355;739617.9400990796;5863693.374684976
356;739603.1791346004;5863699.910225258
357;739676.7613180148;5863667.4590508165
358;739688.995330053;5863493.541562714
359;739657.3026710243;5863536.070226017
360;739796.4297706176;5863605.663027977
361;739063.7694100126;5864228.010881246
362;739081.903355063;5864244.415447211
363;738928.0375548885;5863994.289586841
364;738934.0822032385;5864095.287096708
365;738928.3492494627;5864099.655107457
366;738863.7282850572;5863983.806490355
367;738856.2142194287;5863936.859196173
368;738775.9639985157;5863922.881828289
369;739043.3534154012;5864311.328274038
370;739035.7725580782;5864298.337180044
371;739044.2328393784;5864423.039532242
372;739262.0182911664;5864487.413688475
373;739081.1018547292;5863948.151113771
374;739158.8919148955;5863929.126344064
375;739052.9602874567;5863898.6641497435
376;738895.142645359;5863548.089585043
377;739116.2120221254;5863811.371053852
378;739095.2394300599;5863774.503084889
379;739126.420019431;5863833.857517159
380;739040.4813725387;5863673.282782174
381;739025.2862620454;5863681.225710886
382;739041.7281508356;5863878.685019607
383;739006.562323694;5863825.590904177
384;734906.5096304907;5864703.658651392
385;734887.3181502778;5864684.454278495
386;734930.7104877891;5864685.554443626
387;734945.5939037083;5864692.139258401
388;734914.0682239156;5864726.648945736
389;733448.7808985526;5864475.587187126
390;733638.9925124712;5864586.119486578
391;734052.9340389858;5864757.9876774615
392;733834.1244478826;5864693.239424492
393;733696.0660154009;5864619.221203865
394;734443.620923874;5864655.752960319
395;734684.5830936453;5863989.598076065
396;734678.4048619061;5864187.937923305
397;734786.8857056842;5864590.018558238
398;734811.84353552;5864624.802884017
399;735213.4397305059;5863468.904473795
400;735169.5241913879;5863669.270877935
401;735175.4797841454;5863721.086056219
402;736285.5911421832;5864307.623464455
403;735946.5787649213;5864484.355945834
404;735875.8352285221;5864514.44806254
405;735124.4620615147;5864737.181465201
406;735100.7955377722;5864737.213823192
407;735084.0308224587;5864737.003496258
408;735046.460494316;5864732.667526743
409;734949.7906485111;5864720.16117889
410;734957.3715058342;5864748.603843129
411;736506.2820326808;5864240.419460372
412;738068.6510859645;5864259.541972544
413;737933.4424324469;5864348.732377912
414;738925.0319286371;5863652.365898335
415;738931.2992159686;5863672.376868155
416;738835.6535094791;5863678.36237323
417;738865.5093969097;5863772.108856182
418;738812.8218819174;5863801.72939368
419;737356.573699207;5863964.490447156
420;737246.7570215394;5863953.554414718
421;733603.0585808429;5863851.507004553
422;736786.1726283822;5862341.301771514
423;737360.3140340977;5867979.370529851
424;737358.5774500413;5867963.023730231
425;737347.5122926565;5867906.473749097
426;737298.7877515364;5867807.61735808
427;737183.3271756854;5867704.06858517
428;736947.0738203749;5867519.519147806
429;737058.4267070154;5867285.872140375
430;737054.4080733979;5867294.206743557
431;737082.2602099942;5867230.248981372
432;737181.8911542542;5867093.336915662
433;737146.2689172003;5867132.096084227
434;737257.6774635863;5867005.170558539
435;737313.916070335;5866802.753788812
436;737335.1558291783;5866704.152553265
437;737464.620396971;5866549.998300536
438;737551.2937525027;5866442.386447423
439;737710.491756286;5866094.202357748
440;737820.5088090372;5865987.194793762
441;737771.238802412;5866027.518676681
442;737872.7844419137;5865946.482746541
443;737933.4201685487;5866221.810540699
444;737961.5839997195;5866250.775882104
445;738049.3260223627;5866241.9568155315
446;738036.3573016853;5866207.327905796
447;738033.0511128085;5866198.9457883425
448;738018.0118496026;5866184.657371042
449;737994.5345689943;5866145.060938481
450;737992.3193111274;5866097.147390027
451;738162.181722129;5865877.729005957
452;738288.3734968922;5865572.81774571
453;738305.0714205111;5865578.157323345
454;738379.132277736;5865339.3195703365
455;738632.5288346285;5864978.688642247
456;738651.7314467905;5864977.539902109
457;738597.9863966354;5864978.284156267
458;738593.0326792952;5865024.881063724
459;738520.4078435015;5864954.128287231
460;738551.2433424514;5864966.634968001
461;738509.6766445892;5864948.918523779
462;738655.3381982921;5864977.329569426
463;738659.0674012337;5864977.167775055
464;738735.7553984413;5864973.7862734115
465;738769.0733220356;5864972.006536229
466;738572.3049901095;5864881.758154024
467;737951.286946821;5864656.96637379
468;737997.0169936391;5864582.80285022
469;738085.6273083104;5864612.361404705
470;738048.235091353;5864609.028579687
471;738041.6895052942;5864606.326727322
472;738243.0775960884;5864580.424580044
473;738238.1350106973;5864581.524732156
474;738247.8977300397;5864579.987754979
475;738456.4325321427;5864918.371898339
476;738479.0415207228;5864931.509522963
477;738428.2464370739;5864895.251668208
478;738403.1327599508;5864869.963480537
479;738389.4293306342;5864852.910578679
480;737645.4811736627;5864208.128070641
481;737953.8138992621;5864158.930845689
482;738037.4037048985;5864155.2261003405
483;738061.6268260953;5864152.961191287
484;738081.664334438;5864146.101756005
485;738229.0847360956;5864152.346430362
486;738252.6065445002;5864162.765016103
487;738189.6553724565;5864131.040137406
488;737648.6649110995;5864207.09267734
489;737600.1630089609;5864223.108931086
490;738329.6952918746;5864189.992527524
491;737928.0545690926;5864447.92197252
492;738640.3657267805;5864885.13962026
493;738697.6396047936;5864928.1118595395
494;738272.0206636946;5864594.370636116
495;738267.0669463543;5864588.902226341
496;738276.0726931596;5864600.21116037
497;738338.3893441055;5864743.653065604
498;738325.7768457986;5864714.919196208
499;738361.1653119219;5864795.765801515
500;738339.2353722355;5864668.744582584
501;738343.5323045802;5864677.982721682
502;738331.7324385562;5864654.685156602
503;738165.1539525331;5864842.620608364
504;738253.0406905143;5864743.976645748
505;738053.6229547074;5864044.666863812
506;738059.3893043303;5864042.854959317
507;737808.9315819945;5864186.611328709
508;737213.3500423523;5864266.207358816
509;737381.0194593852;5864315.421362423
510;737427.016672981;5864343.069981719
511;737495.8121182913;5864513.20231158
512;735074.9137561626;5865161.550571003
513;735278.450313129;5864202.239272878
514;737520.0352394879;5863299.1320581585
515;737511.7975971692;5863302.8849717835
516;737537.9242816584;5863270.0632081805
517;737555.5350251019;5863296.31737399
518;737534.1060231243;5863308.514345224
519;736954.0312885494;5863189.489452602
520;736592.2540754206;5864028.796534426
521;737679.622861489;5864579.324428071
522;737039.3020184971;5864750.205565863
523;736997.1230634355;5864770.688227815
524;735226.9984444845;5864602.492363418
525;735098.802918887;5864822.914378087
526;735402.6828648542;5864733.152896358
527;735443.7040972116;5864723.882341336
528;735529.7206677475;5864747.89196645
529;735581.2059322395;5864741.582152956
530;735589.3767828638;5864732.602810796
531;735554.3890669075;5864575.020893732
532;735547.0976402606;5864540.997160723
533;735541.1197836049;5864540.479444452
534;735587.5177473676;5864512.037453697
535;735616.7502456498;5864364.716533128
536;735589.4101787112;5864376.8340952685
537;735811.5593545381;5864293.451368844
538;735772.9648870802;5864303.675983473
539;735944.1297361238;5864249.414477836
540;736009.6301245065;5864199.489011535
541;736063.1080078837;5864203.145241507
542;736119.2241631926;5864208.241316788
543;737153.9165662179;5863510.090348666
544;736794.2210275667;5863539.240876331
545;736775.4859572661;5863497.035731931
546;736700.7460511477;5863323.283379466
547;736692.3636934909;5863325.952484689
548;736134.2300305517;5862991.916218008
549;735966.0485438609;5863153.48142397
550;735876.7257844484;5863237.678325466
551;735603.4475665002;5863354.9891665755
552;735658.2390198685;5863333.34510156
553;735527.9618197931;5863385.0935937455
554;735365.9363009435;5863440.82183551
555;735535.3534339818;5863219.124203161
556;735489.5343315713;5863184.733666783
557;735238.8094424575;5863243.712063302
558;735190.708290486;5863284.57335667
559;734976.4739304542;5863322.862793262
560;734994.2182572866;5863492.29595643
561;734931.534252021;5863580.896209876
562;734683.8149891585;5863659.063178231
563;734500.1044335025;5863726.440686188
564;734388.6402273712;5863811.371053851
565;734449.4095373952;5863763.017263927
566;734278.5675148749;5863882.308761296
567;734134.9653717516;5863881.532245094
568;734110.5975352168;5863852.720306999
569;734103.3617683152;5863807.31055474
570;733987.2110116215;5863879.91450323
571;733123.1713879823;5864247.424572102
572;733101.92049719;5864239.109035937
573;733106.3287490252;5864251.226424917
574;733077.2966258264;5864243.088844091
575;737726.4215754186;5863879.752729056
576;737811.2915551994;5863837.012097547
577;737940.2997130797;5863784.856513826
578;738037.4148368478;5863794.740814395
579;737472.1233306504;5863921.102303879
580;737567.7467732419;5863921.830291095
581;737584.8343150786;5863917.30059385
582;738854.3551839323;5864561.479335146
583;738821.3489549123;5865032.873752535
584;738895.7549025584;5865017.487024073
585;738911.8071731307;5865028.262585028
586;738932.5571262146;5864982.782041423
587;736902.8577186319;5865013.814275836
588;737474.4387760588;5864655.46174111
589;737482.8100017665;5864684.421920699
590;736016.5541968341;5866054.703421264
591;736734.6539680433;5865204.232924359
592;738008.827991612;5864769.555693917
593;738015.9635709719;5864758.295079099
594;737618.5418568909;5864971.618229981
595;737614.500959375;5864963.6579557
596;737656.0008655428;5864951.944069259
597;737621.8480457675;5864978.704821686
598;737719.4863711423;5864627.148808617
599;737791.6102692272;5864731.712966575
600;737850.7988424819;5864825.810446927
601;737810.8574091854;5864715.5987123065
602;737810.4677909676;5864853.897510426
603;737862.3092778298;5864819.257890303
604;737758.3480053782;5864753.862024926
605;737729.8836115822;5864706.457607304
606;737651.982231925;5864796.720368637
607;737572.9453934619;5864873.8303196225
608;737565.097369361;5864858.492407239
609;737736.006183576;5864903.713438869
610;737725.3751722052;5864888.132785241
611;737675.6376237186;5865666.406449074
612;738081.8313136742;5865442.371253694
613;738128.8081387889;5865408.538325692
614;738132.6041334252;5865417.291834986
615;738175.9074153438;5865322.346658152
616;738180.8833965821;5865121.165942292
617;735836.7064275084;5865105.018614636
618;735979.23990352;5865099.274832892
619;736514.5753347449;5865077.901525914
620;736244.5365139784;5865630.452994588
621;736216.1834396735;5865651.649657881
622;736258.2733391423;5865587.008084937
623;737715.7794320987;5865718.023051784
624;737645.091555445;5865249.407195093
625;737623.5623659256;5865253.613979973
626;737721.3454066385;5865446.400147632
627;736670.3446982119;5869083.28687148
628;736680.3968482306;5869041.654009035
629;737164.8370082647;5865489.747279933
630;737314.5728553308;5865400.949800662
631;737357.9651928418;5865375.255653682
632;737041.1165261971;5865010.384221599
633;737077.1172495196;5865053.518869004
634;736759.3446311011;5865347.943569735
635;736654.7488375517;5865462.790807459
636;736578.7064933908;5865623.123167955
637;736898.52739044;5865544.534218872
638;736964.762487462;5865482.708817261
639;737012.451757318;5865434.944502243
640;737428.8200487319;5864989.62595023
641;737495.6117432079;5864932.431746118
642;737158.5474570348;5865247.578862291
643;737199.813592272;5865289.905673154
644;736979.9019382098;5864940.278736537
645;736333.703426104;5865511.930609516
646;736602.7626353514;5865051.6582178045
647;736627.9876319651;5865034.912374731
648;736392.8252076644;5865177.309687188
649;736418.4175585978;5865289.58207291
650;736890.3342759176;5864983.914602797
651;737016.7820855096;5864889.7021748535
652;737033.2573701472;5864896.287142574
653;736511.2023541739;5865378.831471903
654;736533.4105925872;5865422.874021991
655;736501.8403849981;5865385.174103282
656;736606.8369287143;5865564.17734513
657;736593.6678329536;5865563.206514137
658;736690.6605052816;5868996.881096427
659;736876.1410408414;5867572.587031489
660;736625.5497351169;5867174.383422224
661;736630.2251537301;5867088.805583527
662;736624.0469219909;5867201.248044228
663;736844.2480067292;5866739.317449289
664;736968.6252737924;5866632.512402012
665;736708.1487972853;5866033.182158202
666;736728.5981877442;5865840.33457552
667;736954.0980802439;5865655.403576098
668;736335.4511421096;5868769.167587029
669;737081.9373834709;5866441.722979936
670;737078.7981738306;5866458.876057921
671;737130.91795942;5866402.57848679
672;737125.3742487784;5866414.359035215
673;737196.8858896642;5866183.427564974
674;736697.5511817619;5865879.104399121
675;736711.9225280231;5865858.020454638
676;737076.8278188435;5866472.598544412
677;737384.915641563;5866625.117009672
678;737413.0126810392;5866596.2960761525
679;737374.8857554425;5866637.998265997
680;733560.4454797674;5864543.68281437
681;733580.583175652;5864538.732152267
682;736332.3119324691;5868765.428524773
683;738972.7323304418;5864655.995642997
684;738976.1943666057;5864602.265860963
685;738964.8843063411;5864955.535894657
686;739312.2233815141;5865179.396882312
687;739318.6353841838;5865210.397451204
688;739266.0035289369;5865221.691005042
689;739255.1721424825;5865238.178325311
690;739306.7019347707;5865212.953870431
691;738955.600260809;5864516.243885666
692;737420.5935383624;5865340.937580837
693;737274.31972746;5865100.358870285
694;737321.7974902834;5865063.760547443
695;737361.5608123946;5865229.489714012
696;737217.9141414749;5865308.383266889
697;737588.541254122;5865260.894958566
698;735212.1595563617;5862994.504343678
699;735207.7624364755;5862969.690720164
700;735183.5281833299;5862874.966084337
701;734942.8665761838;5862890.413765233
702;733216.1899544892;5863709.195877475
703;733070.5284007863;5864000.825350857
704;733530.1888421698;5863808.038532527
705;733543.0017155602;5863843.078601478
706;734002.5174416058;5863687.3568155505
707;734156.360977882;5863592.04207823
708;734201.7570662274;5863751.709406968
709;734304.6608035169;5863869.269769163
710;739369.7532943562;5861716.839358805
711;738525.372692791;5861974.065466618
712;738076.599297607;5861962.177650524
713;735971.8928171275;5862703.102355589
714;735789.3288522267;5862780.808607958
715;735820.3424623618;5862805.233487783
716;735825.9307007993;5862760.459985068
717;735778.3416184853;5862784.059862883
718;734297.1356059391;5863475.747203975
719;734185.0702745577;5863577.660837093
720;736099.6541967111;5862959.225021209
721;736660.5040552259;5862463.226646169
722;737826.252894762;5861974.663901323
723;737836.1603294426;5861972.512771357
724;734142.2234025514;5863784.597677953
725;734327.0248892171;5863692.323175238
726;734415.7576553284;5863658.141088667
727;734609.6205485452;5863190.3306122655
728;734616.8785793447;5863181.094036516
729;734615.2978425755;5863674.253404443
730;735179.6653969992;5863414.777533414
731;735185.4094827241;5863090.427288853
732;735833.6006137151;5863081.223169965
733;737976.2225127587;5862713.422172202
734;738627.3747422049;5862398.1879744865
735;739119.5961346455;5862088.593671975
736;738804.2948089227;5862621.353013823
737;738807.2225115305;5862617.616566229
738;738819.2672804343;5862634.988634745
739;738807.7679770355;5862634.551906346
740;738836.2435027802;5862614.268322334
741;738847.9988410082;5862640.197026964
742;738858.0509910268;5862615.432928761
743;738840.8855255465;5862611.243581359
744;738835.4976621921;5862635.4577134205
745;738818.0538979847;5862616.144632766
746;738913.8554517614;5862589.9895484615
747;739059.9622834275;5862533.797626796
748;739345.3631939231;5861700.407161978
749;737798.8349041797;5861777.231180679
750;737814.0745424691;5861657.450698028
751;737803.7774895708;5861666.313686207
752;735722.5148938526;5862799.75001548
753;735874.2878876003;5862704.121396503
754;735640.4946930361;5862793.247495233
755;738800.153723865;5863561.095747106
756;738819.1893567909;5863558.992759394
757;739887.1774195124;5866996.658214791
758;739906.3021080308;5867013.245964507
759;739882.9472788622;5867013.213598134
760;739891.207185079;5866985.038717053
761;739855.540420229;5867221.072893252
762;739839.5104135547;5867260.528521787
763;739611.9622424243;5867431.041019305
764;739605.9732538194;5867434.11597133
765;739565.0188131566;5867444.4251604425
766;739392.9968040338;5867545.009170875
767;739344.2611309645;5867522.027686479
768;739342.5468108064;5867477.019756306
769;739286.1412248213;5867349.118220002
770;739306.8911779051;5867045.434379872
771;739235.3127453249;5867046.049343203
772;739199.4456053915;5867103.613338272
773;739173.4636362403;5867139.815571616
774;739061.3649090115;5867288.089305887
775;738857.4943935728;5867546.044957502
776;738834.6961618582;5867553.101257153
