;key;u;v;osmid;oneway;lanes;name;highway;maxspeed;length;service;junction;Am_cycl;Am_Direct;Am_cycl_2;Am_Dir_2;DWV_ALLE;DWV_PW;DWV_LI;DWV_LW;DWV_LZ;pour100_GW;grade;HV_DWV;C_GR;B_GW;C_HV_DWV;C_IC_DWV;C_RA_DWV;TC_DWV;PD_DWV;avg_spd;tt_s;TC_noGR;PD_noGR;geometry
0;0;602699351;602699342;47318069;True;1;;service;;8.837;driveway;;Zone pietonne autorisee aux velos;v to u;;;0.0;0.0;0.0;0.0;0.0;;-0.0543;;-0.0123804;0.0;0.0;0.9;;0.8876196;10.816;15;2.12088;0.888;7.847;LINESTRING (318422.27838598774 5155590.523584417, 318422.7505172327 5155581.701404583)
1;1;280798790;280798792;25748538;True;1;;residential;30.0;6.451000000000002;;roundabout;Aucun;v to u;;;3288.905;3073.333333333333;205.95238095238088;7.999999999999998;1.666666666666666;;0.0173;6.56;0.0534916;0.0;0.0;1.1;1.1;1.1534916;7.441174311600002;15;1.548240000000001;1.1;7.096;LINESTRING (318909.323814427 5153679.092577645, 318912.6319217618 5153680.339294504, 318913.7189201228 5153683.053705257)
2;2;280798794;280798788;25748538;True;1;;residential;30.0;12.925;;roundabout;Aucun;v to u;;;375.401;320.000694830583;53.80005500216445;1.600001939722235;0.200000390309962;;0.0384;14.81;0.1511424;0.0;0.2;1.1;1.1;1.4511424;18.75601552;15;3.102;1.3;16.803;LINESTRING (318901.54467453226 5153688.288885589, 318893.06054550916 5153690.600064551, 318888.9105309644 5153690.212627273)
3;3;280798792;280798794;25748538;True;1;;residential;30.0;13.560000000000002;;roundabout;Aucun;v to u;;;12.001;7.001221071070922;5.00009331174353;3.471382652e-06;6.84497988e-07;;0.0393;41.66;0.1560996;0.0;0.2;1.1;1.1;1.4560996;19.744710576000003;15;3.2544;1.3;17.628;LINESTRING (318913.7189201228 5153683.053705257, 318911.7181986977 5153685.215438509, 318906.3635699403 5153687.166093118, 318901.54467453226 5153688.288885589)
4;4;280798788;280798789;25748538;True;1;;residential;30.0;13.676;;roundabout;Aucun;v to u;;;1829.002;1572.0022612313924;248.99990045141132;7.99999881724448;1.000000985629584;;-0.0691;14.11;0.0251524;0.0;0.2;1.1;1.1;1.3251524;18.1227842224;15;3.28224;1.3;17.779;LINESTRING (318888.9105309644 5153690.212627273, 318888.2634076436 5153687.829817982, 318888.52091757534 5153684.374561804, 318891.022993608 5153681.519434437, 318894.048675323 5153678.971159511)
5;5;280798789;280798790;25748538;True;1;;residential;30.0;15.711000000000002;;roundabout;Aucun;u to v;;;3168.048;2943.428571428572;215.0476190476191;8.095238095238098;1.619047619047619;;-0.0125;7.09;-0.02375;0.0;0.0;1.1;1.1;1.1;17.282100000000003;15;3.77064;1.076;16.905;LINESTRING (318894.048675323 5153678.971159511, 318901.98579043266 5153677.110068509, 318909.323814427 5153679.092577645)
6;6;35295112;9284487798;32554157;True;1;Rue du Petit-Chene;pedestrian;;12.479;;;Zone pietonne autorisee aux velos;Both;;;0.0;0.0;0.0;0.0;0.0;;-0.1527;;0.5662116;0.0;0.0;0.95;;1.5162116;101.404;15;2.994959999999999;0.95;11.855;LINESTRING (318149.0530928752 5154319.362897436, 318145.80454871897 5154307.316102218)
7;7;9284487798;3508955198;32554157;True;1;Rue du Petit-Chene;pedestrian;;12.502;;;Zone pietonne autorisee aux velos;Both;;;0.0;0.0;0.0;0.0;0.0;;-0.1358;;0.4117456;0.0;0.0;0.95;;1.3617456;79.7;15;3.00048;0.95;11.877;LINESTRING (318145.80454871897 5154307.316102218, 318142.5476557043 5154295.247316625)
8;8;35295113;561463425;32554157;True;1;Rue du Petit-Chene;pedestrian;;29.495;;;Zone pietonne autorisee aux velos;Both;;;0.0;0.0;0.0;0.0;0.0;;-0.1392;;0.4409856;0.0;0.0;0.95;;1.3909856;197.852;15;7.078799999999999;0.95;28.02;LINESTRING (318181.1500760036 5154348.448332568, 318157.34702063154 5154330.946738461)
9;9;561463425;35295112;32554157;True;1;Rue du Petit-Chene;pedestrian;;14.237;;;Zone pietonne autorisee aux velos;Both;;;0.0;0.0;0.0;0.0;0.0;;-0.1471;;0.5124964;0.0;0.0;0.95;;1.4624964;107.062;15;3.41688;0.95;13.525;LINESTRING (318157.34702063154 5154330.946738461, 318149.0530928752 5154319.362897436)
10;10;256362033;3508955230;32554157;True;1;Rue du Petit-Chene;pedestrian;;10.401;;;Zone pietonne autorisee aux velos;Both;;;0.0;0.0;0.0;0.0;0.0;;-0.0882;;0.0994896;0.0;0.0;0.95;;1.0494896;28.322;15;2.49624;0.95;9.881;LINESTRING (318210.3812496051 5154368.011245147, 318201.5770064921 5154362.437005846)
11;11;253051736;563240580;554615631;True;2;Avenue de Provence;secondary;50.0;16.266;;;Piste cyclable;u to v;;;0.0;0.0;0.0;0.0;0.0;1.558;0.019;;0.06004;0.008;0.0;0.75;;0.80204;19.926;15;3.903839999999999;0.742;12.069;LINESTRING (316214.1128258678 5155070.319901498, 316197.8082521745 5155070.837287563)
12;12;563240580;253051737;554615631;True;2;Avenue de Provence;secondary;50.0;11.523;;;Piste cyclable;u to v;;;0.0;0.0;0.0;0.0;0.0;1.558;-0.0001;;-0.0002396;0.008;0.0;0.75;;0.7417604;8.711;15;2.76552;0.742;8.55;LINESTRING (316197.8082521745 5155070.837287563, 316186.25367505057 5155071.043628878)
13;13;253051737;313309385;554615631;True;2;Avenue de Provence;secondary;50.0;25.993;;;Piste cyclable;u to v;;;0.0;0.0;0.0;0.0;0.0;1.558;-0.0005;;-0.00119;0.008;0.0;0.75;;0.74081;19.495;15;6.238319999999999;0.741;19.261;LINESTRING (316186.25367505057 5155071.043628878, 316160.2788311599 5155068.8520329725)
14;14;313309385;5338022352;554615631;True;2;Avenue de Provence;secondary;50.0;20.815;;;Bande cyclable;u to v;;;11387.0;9756.0;1499.0;102.0;29.0;1.558;-0.0017;14.31;-0.0039644;0.008;0.2;1.096264234627257;;1.284299834627257;26.581;15;4.9956;1.284;26.726;LINESTRING (316160.2788311599 5155068.8520329725, 316139.6542597556 5155065.641655327)
15;15;602699327;602699325;47318067;True;1;Rue de la Borde;service;;19.493;driveway;;Piste cyclable;u to v;;;0.0;0.0;0.0;0.0;0.0;4.087;0.0533;;0.2415556;0.019;0.0;0.75;;0.9725556;55.419;15;4.678319999999999;0.731;14.249;LINESTRING (318468.8504421135 5155416.157908462, 318469.51909954124 5155435.633348309)
16;16;3508955230;5318115069;32554157;True;1;Rue du Petit-Chene;pedestrian;;2.099;;;Zone pietonne autorisee aux velos;Both;;;0.0;0.0;0.0;0.0;0.0;;-0.1199;;0.2872804;0.0;0.0;0.95;;1.2372804;10.38;15;0.50376;0.95;1.994;LINESTRING (318201.5770064921 5154362.437005846, 318199.8004816398 5154361.311508982)
17;17;260928205;598880501;46913065;True;1;Chemin de Clos-Valeyre;living_street;20.0;9.075;driveway;;Aucun;;;;300.0;286.0;12.0;1.0;0.0;;-0.0391;4.33;-0.0326876;0.0;0.0;1.47;;1.4373124;13.204;15;2.177999999999999;1.437;13.041;LINESTRING (317252.5586289889 5155607.319896693, 317243.46638360585 5155606.927213842)
18;18;598880501;598880500;46913065;True;1;Chemin de Clos-Valeyre;living_street;20.0;9.804;driveway;;Aucun;;;;300.0;286.0;12.0;1.0;0.0;;-0.1148;4.33;0.2516416;0.0;0.0;1.47;;1.7216416;49.52;15;2.35296;1.47;14.412;LINESTRING (317243.46638360585 5155606.927213842, 317233.7186171607 5155608.211425235)
19;19;599509388;575172234;24538594;True;2;Avenue des BergiAA res;tertiary;50.0;7.279;;;Aucun;;;;5136.0;4880.0;240.0;14.0;2.0;;-0.0471;4.98;-0.0243036;0.0;0.0;1.319721606055911;;1.295418006055911;10.62;15;1.74696;1.295;9.426;LINESTRING (317342.16377363517 5155794.422394222, 317347.3117667447 5155789.262385869)
20;20;5338022352;563240570;31258358;True;2;Avenue de Provence;secondary;50.0;5.652;;;Aucun;;;;11387.0;9756.0;1499.0;102.0;29.0;1.558;0.0051;14.31;0.0132804;0.008;0.2;1.469548565270399;;1.674828965270399;10.027;15;1.35648;1.662;9.394;LINESTRING (316139.6542597556 5155065.641655327, 316134.0545029142 5155064.766357443)
21;21;337863170;563240610;47371695;True;2;Avenue de Provence;secondary;50.0;38.135;;;Bande cyclable;u to v;;;11387.0;9756.0;1499.0;102.0;29.0;1.558;0.0019;14.31;0.0047044;0.008;0.2;1.096264234627257;;1.292968634627257;50.986;15;9.152399999999998;1.288;49.118;LINESTRING (316369.25851634046 5155034.503936414, 316332.951479546 5155046.493524458)
22;22;563240610;560903063;47371695;True;2;Avenue de Provence;secondary;50.0;26.264;;;Bande cyclable;u to v;;;11387.0;9756.0;1499.0;102.0;29.0;1.558;-0.0019;14.31;-0.0044156;0.008;0.2;1.096264234627257;;1.283848634627257;33.46;15;6.30336;1.284;33.723;LINESTRING (316332.951479546 5155046.493524458, 316307.5970224434 5155053.613354723)
23;23;341343236;599447460;30806241;True;1;;service;30.0;16.648;;;Piste cyclable;Both;;;0.0;0.0;0.0;0.0;0.0;;0.0006;;0.0014544;0.0;0.0;0.75;;0.7514544;12.652;15;3.99552;0.75;12.486;LINESTRING (319532.2842479986 5156723.545082192, 319524.1459384106 5156738.078551526)
24;24;599447460;341343239;30806241;True;1;;service;30.0;15.077;;;Piste cyclable;Both;;;0.0;0.0;0.0;0.0;0.0;;0.0176;;0.0546304;0.0;0.0;0.75;;0.8046304;17.685;15;3.61848;0.75;11.308;LINESTRING (319524.1459384106 5156738.078551526, 319517.19360257266 5156751.464534189)
25;25;341343239;630495661;491834259;True;1;;service;30.0;6.478;;;Piste cyclable;Both;;;0.0;0.0;0.0;0.0;0.0;;0.0035;;0.00889;0.0;0.0;0.75;;0.75889;5.267;15;1.55472;0.75;4.858;LINESTRING (319517.19360257266 5156751.464534189, 319514.43712867645 5156757.329772598)
26;26;560903063;563240604;47371695;True;2;Avenue de Provence;secondary;50.0;31.545;;;Piste cyclable;u to v;;;0.0;0.0;0.0;0.0;0.0;1.558;-0.0202;;-0.0321584;0.008;0.0;0.75;;0.7098416;18.643;15;7.5708;0.71;22.397;LINESTRING (316307.5970224434 5155053.613354723, 316276.87374939583 5155061.140942583)
27;27;563240604;5273397335;44327948;True;2;Avenue de Provence;secondary;50.0;18.119;;;Piste cyclable;u to v;;;0.0;0.0;0.0;0.0;0.0;1.558;-0.2946;;2.7645264;0.008;0.0;0.75;;3.5065264;580.442;15;4.34856;0.742;13.444;LINESTRING (316276.87374939583 5155061.140942583, 316259.16453122906 5155065.204057145)
28;28;563240570;5338022360;31258358;True;2;Avenue de Provence;secondary;50.0;16.14;;;Aucun;;;;11387.0;9756.0;1499.0;102.0;29.0;11.304;-0.0034;14.31;-0.0076976;0.043;0.2;1.469548565270399;;1.618850965270399;26.809;15;3.8736;1.619;26.131;LINESTRING (316134.0545029142 5155064.766357443, 316117.97677335143 5155062.897073883)
29;29;5273397335;5273397337;44327948;True;2;Avenue de Provence;secondary;50.0;20.979;;;Piste cyclable;u to v;;;0.0;0.0;0.0;0.0;0.0;1.558;-0.0076;;-0.0159296;0.008;0.0;0.75;;0.7260704;13.741;15;5.03496;0.726;15.231;LINESTRING (316259.16453122906 5155065.204057145, 316238.3936041108 5155068.5483211065)
30;30;565051410;622427291;138153392;True;2;Route de Berne;primary;50.0;46.484;;;Aucun;;;;7935.476;7250.428571428572;596.3333333333333;70.6190476190476;18.047619047619044;;0.063;8.630000000000003;0.30996;0.0;0.2;1.359979013803069;;1.869939013803069;198.301;15;11.15616;1.56;72.515;LINESTRING (319774.629396557 5156421.610330799, 319799.3781515099 5156460.986892225)
31;31;575172234;3043342878;543923444;True;2;Avenue des BergiAA res;tertiary;50.0;36.387;;;Bande cyclable;u to v;;;5136.0;4880.0;240.0;14.0;2.0;;-0.0343;4.98;-0.0352604;0.0;0.0;1.019725572023289;;0.984465172023289;34.131;15;8.73288;0.984;35.805;LINESTRING (317347.3117667447 5155789.262385869, 317372.7674145809 5155763.192965726)
32;32;3043342878;575172239;543923444;True;2;Avenue des BergiAA res;tertiary;50.0;11.438;;;Bande cyclable;u to v;;;5136.0;4880.0;240.0;14.0;2.0;;-0.0158;4.98;-0.0279344;0.0;0.0;1.019725572023289;;0.991791172023289;9.848;15;2.74512;0.992;11.346;LINESTRING (317372.7674145809 5155763.192965726, 317381.1117909294 5155755.345244096)
33;33;575172239;599201093;543923442;True;2;Avenue des BergiAA res;tertiary;50.0;17.42;;;Aucun;;;;5136.0;4880.0;240.0;14.0;2.0;;-0.0148;4.98;-0.0267584;0.0;0.0;1.319721606055911;;1.292963206055911;20.277;15;4.180800000000001;1.293;22.524;LINESTRING (317381.1117909294 5155755.345244096, 317394.6969717572 5155744.392218849)
34;34;575172242;575172243;300229261;True;2;Avenue des BergiAA res;tertiary;50.0;11.892;;;Bande cyclable;u to v;;;3391.0;3232.0;141.0;15.0;3.0;;0.0518;4.69;0.2316496;0.0;0.0;1.010673607428843;;1.242323207428843;35.605;15;2.85408;1.011;12.023;LINESTRING (317344.77754203195 5155806.254451893, 317337.04531828885 5155815.307098949)
35;35;575172243;575172244;300229261;True;2;Avenue des BergiAA res;tertiary;50.0;11.593;;;Bande cyclable;u to v;;;3391.0;3232.0;141.0;15.0;3.0;;0.0577;4.69;0.2716516;0.0;0.0;1.010673607428843;;1.282325207428843;38.976;15;2.78232;1.011;11.721;LINESTRING (317337.04531828885 5155815.307098949, 317331.0903741369 5155825.262537371)
36;36;575172244;575172261;300229261;True;2;Avenue des BergiAA res;tertiary;50.0;11.161;;;Bande cyclable;u to v;;;3391.0;3232.0;141.0;15.0;3.0;;0.0667;4.69;0.3380356;0.0;0.0;1.010673607428843;;1.348709207428843;44.41;15;2.67864;1.011;11.284;LINESTRING (317331.0903741369 5155825.262537371, 317326.4851432586 5155835.433025179)
37;37;575172261;2853097701;300229261;True;2;Avenue des BergiAA res;tertiary;50.0;3.088;;;Bande cyclable;u to v;;;3391.0;3232.0;141.0;15.0;3.0;;0.0678;4.69;0.3465936;0.0;0.0;1.010673607428843;;1.357267207428843;12.534;15;0.74112;1.011;3.122;LINESTRING (317326.4851432586 5155835.433025179, 317325.39808409254 5155838.324030588)
38;38;575172247;267491486;300229261;True;2;Avenue des BergiAA res;tertiary;50.0;8.735;;;Aucun;;;;3391.0;3232.0;141.0;15.0;3.0;;0.0769;4.69;0.4211044;0.0;0.0;1.305678274207312;;1.726782674207312;44.155;15;2.0964;1.306;11.408;LINESTRING (317323.3166141112 5155843.86969674, 317320.99962475046 5155852.291782505)
39;39;2853097701;575172247;300229261;True;2;Avenue des BergiAA res;tertiary;50.0;5.922;;;Aucun;;;;3391.0;3232.0;141.0;15.0;3.0;;0.0705;4.69;0.36801;0.0;0.0;1.305678274207312;;1.673688274207312;26.975;15;1.42128;1.306;7.734;LINESTRING (317325.39808409254 5155838.324030588, 317323.3166141112 5155843.86969674)
40;40;576983820;599258128;543923446;True;2;Avenue des BergiAA res;tertiary;50.0;4.491;;;Bande cyclable;u to v;;;3391.0;3232.0;141.0;15.0;3.0;;0.0144;4.69;0.0428544;0.0;0.0;1.010673607428843;;1.053528007428843;6.009;15;1.07784;1.011;4.54;LINESTRING (317386.8808307916 5155768.47225506, 317383.53285665537 5155771.475967518)
41;41;599258128;599509390;543923446;True;2;Avenue des BergiAA res;tertiary;50.0;9.805;;;Bande cyclable;u to v;;;3391.0;3232.0;141.0;15.0;3.0;;0.0158;4.69;0.0479056;0.0;0.0;1.010673607428843;;1.058579207428843;13.521;15;2.3532;1.011;9.913;LINESTRING (317383.53285665537 5155771.475967518, 317376.30356547586 5155778.122290927)
42;42;598880428;598880432;46913065;True;1;Chemin de Clos-Valeyre;living_street;20.0;33.934;driveway;;Aucun;;;;300.0;286.0;12.0;1.0;0.0;;-0.0146;4.33;-0.0265136;0.0;0.0;1.306;;1.2794864;39.058;15;8.14416;1.279;43.402;LINESTRING (317172.91343320627 5155612.595066027, 317166.428213118 5155645.899301912)
43;43;598880429;598880428;46913065;True;1;Chemin de Clos-Valeyre;living_street;20.0;4.562;driveway;;Aucun;;;;300.0;286.0;12.0;1.0;0.0;;0.0033;4.33;0.0083556;0.0;0.0;1.306;;1.3143556;6.232;15;1.09488;1.306;5.958;LINESTRING (317174.27091127215 5155608.238964318, 317172.91343320627 5155612.595066027)
44;44;598880430;598880429;46913065;True;1;Chemin de Clos-Valeyre;living_street;20.0;4.615;driveway;;Aucun;;;;300.0;286.0;12.0;1.0;0.0;;-0.0216;4.33;-0.0331776;0.0;0.0;1.306;;1.2728224;5.261;15;1.1076;1.273;5.875;LINESTRING (317178.89885056904 5155608.221474536, 317174.27091127215 5155608.238964318)
45;45;598880431;598880430;46913065;True;1;Chemin de Clos-Valeyre;living_street;20.0;24.496;driveway;;Aucun;;;;300.0;286.0;12.0;1.0;0.0;;-0.0515;4.33;-0.01751;0.0;0.0;1.306;;1.28849;38.042;15;5.879039999999999;1.288;31.551;LINESTRING (317203.46084955713 5155607.701865039, 317178.89885056904 5155608.221474536)
46;46;598880500;5268159839;46913065;True;1;Chemin de Clos-Valeyre;living_street;20.0;18.55;driveway;;Aucun;;;;300.0;286.0;12.0;1.0;0.0;;-0.0699;4.33;0.0276804;0.0;0.0;1.306;;1.3336804;40.402;15;4.452;1.306;24.226;LINESTRING (317233.7186171607 5155608.211425235, 317215.1808714828 5155606.658305461)
47;47;5268159839;598880431;46913065;True;1;Chemin de Clos-Valeyre;living_street;20.0;11.733;driveway;;Aucun;;;;300.0;286.0;12.0;1.0;0.0;;-0.0511;4.33;-0.0181916;0.0;0.0;1.306;;1.2878084;18.104;15;2.81592;1.288;15.112;LINESTRING (317215.1808714828 5155606.658305461, 317203.46084955713 5155607.701865039)
48;48;599509390;575172242;300229261;True;2;Avenue des BergiAA res;tertiary;50.0;42.186;;;Voie de bus;u to v;;;0.0;0.0;0.0;0.0;0.0;;0.0325;;0.12025;0.0;0.0;0.85;;0.97025;77.327;15;10.12464;0.85;35.858;LINESTRING (317376.30356547586 5155778.122290927, 317344.77754203195 5155806.254451893)
49;49;602699323;602699346;47318067;True;1;Rue de la Borde;service;;136.207;driveway;;Piste cyclable;u to v;;;0.0;0.0;0.0;0.0;0.0;4.087;0.0623;;0.3047716;0.019;0.0;0.75;;1.0357716;466.781;15;32.689679999999996;0.731;99.567;LINESTRING (318466.7521910684 5155445.74769135, 318424.24292392156 5155575.161825076)
50;50;602699346;602699342;47318067;True;1;Rue de la Borde;service;;6.708;driveway;;Zone pietonne autorisee aux velos;u to v;;;0.0;0.0;0.0;0.0;0.0;;0.0696;;0.3608064;0.0;0.0;0.95;;1.3108064;27.711;15;1.60992;0.95;6.373;LINESTRING (318424.24292392156 5155575.161825076, 318422.7505172327 5155581.701404583)
51;51;602699325;602699323;47318067;True;1;Rue de la Borde;service;;10.486;driveway;;Piste cyclable;u to v;;;0.0;0.0;0.0;0.0;0.0;4.087;0.0597;;0.2858436;0.019;0.0;0.75;;1.0168436;34.09;15;2.51664;0.731;7.665;LINESTRING (318469.51909954124 5155435.633348309, 318466.7521910684 5155445.74769135)
52;52;602699351;2512699558;243914970;True;1;;service;;7.405;driveway;;Zone pietonne autorisee aux velos;u to v;;;0.0;0.0;0.0;0.0;0.0;;0.0628;;0.3084736;0.0;0.0;0.95;;1.2584736;26.969;15;1.7772;0.95;7.035;LINESTRING (318422.27838598774 5155590.523584417, 318420.2895212888 5155597.656366321)
53;53;622427234;565051410;647722650;True;2;Route de Berne;primary;50.0;19.711;;;Aucun;;;;7935.476;7250.428571428572;596.3333333333333;70.6190476190476;18.047619047619044;;0.0633;8.630000000000003;0.3121956;0.0;0.2;1.359979013803069;;1.872174613803069;84.501;15;4.730639999999999;1.56;30.749;LINESTRING (319763.62020502845 5156405.245543146, 319774.629396557 5156421.610330799)
54;54;3508955198;9573587564;32554157;True;1;Rue du Petit-Chene;pedestrian;;11.632;;;Zone pietonne autorisee aux velos;Both;;;0.0;0.0;0.0;0.0;0.0;;-0.1155;;0.25641;0.0;0.0;0.95;;1.20641;53.344;15;2.79168;0.95;11.05;LINESTRING (318142.5476557043 5154295.247316625, 318139.52322069753 5154284.016762407)
55;55;9573587564;4601343498;32554157;True;1;Rue du Petit-Chene;pedestrian;;2.927;;;Zone pietonne autorisee aux velos;Both;;;0.0;0.0;0.0;0.0;0.0;;-0.0731;;0.0383044;0.0;0.0;0.95;;0.9883044;5.734;15;0.70248;0.95;2.781;LINESTRING (318139.52322069753 5154284.016762407, 318138.75510419346 5154281.1928029135)
56;56;5318115069;35295113;32554157;True;1;Rue du Petit-Chene;pedestrian;;22.616;;;Zone pietonne autorisee aux velos;Both;;;0.0;0.0;0.0;0.0;0.0;;-0.1228;;0.3084736;0.0;0.0;0.95;;1.2584736;117.377;15;5.42784;0.95;21.485;LINESTRING (318199.8004816398 5154361.311508982, 318181.1500760036 5154348.448332568)
57;57;5273397337;253051736;44327948;True;2;Avenue de Provence;secondary;50.0;24.275;;;Piste cyclable;u to v;;;0.0;0.0;0.0;0.0;0.0;1.558;0.1;;0.64;0.008;0.0;0.75;;1.382;160.118;15;5.826;0.742;18.012;LINESTRING (316238.3936041108 5155068.5483211065, 316214.1128258678 5155070.319901498)
58;58;280569;387737585;109869552;True;2;Avenue de Provence;secondary;50.0;139.06799999999998;;;Bande cyclable;u to v;;;11387.0;9756.0;1499.0;102.0;29.0;;0.0309;14.31;0.1123524;0.0;0.2;1.096264234627257;;1.408616634627257;307.34;15;33.37631999999999;1.296;180.232;LINESTRING (316644.41885464045 5154927.659292949, 316682.2516530786 5154911.76631065, 316703.7105970873 5154902.475073121, 316771.6642359139 5154870.767893296)
59;59;387737585;276872320;[109869552, 398413338, 31258355, 562895971];True;3;Avenue de Provence;secondary;50.0;278.75500000000005;;;Bande cyclable;u to v;;;11387.0;9756.0;1499.0;102.0;29.0;;0.0345;14.31;0.13041;0.0;0.2;1.096264234627257;;1.426674234627257;660.092;15;66.9012;1.296;361.266;LINESTRING (316771.6642359139 5154870.767893296, 316814.01176196616 5154849.300746446, 316854.2878239942 5154826.851183931, 316891.88984338596 5154804.816444036, 316930.349069661 5154782.433506973, 316977.7554640648 5154754.831274215, 317004.09175424476 5154739.499361243, 317008.5014057166 5154737.063922886, 317014.74952809024 5154733.227223484)
60;60;280571;581059576;311749820;True;1;Route de Chavannes;secondary;50.0;47.272;;;Aucun;;;;2021.0;1792.0;228.67;5.38;2.19;;0.012;11.69;0.03456;0.0;0.2;1.298231398004887;;1.532791398004887;83.104;15;11.345279999999999;1.498;70.813;LINESTRING (315669.24576306896 5154840.415670187, 315658.10503459565 5154854.478903442, 315635.5171034873 5154873.294954947)
61;61;581059576;563282446;311749820;True;1;Route de Chavannes;secondary;50.0;119.778;;;Aucun;;;;2021.0;1792.0;228.67;5.38;2.19;;0.0048;11.69;0.0124416;0.0;0.2;1.298231398004887;;1.510672998004887;190.207;15;28.74672;1.498;179.427;LINESTRING (315635.5171034873 5154873.294954947, 315616.7043303193 5154887.258329437, 315597.9038086814 5154900.109243333, 315586.6301567796 5154907.281337873, 315573.58270257583 5154914.941243809, 315550.72018244537 5154929.517589361, 315534.9781041547 5154938.683258343)
62;62;253045533;34505934;147519383;True;3;Route de Chavannes;secondary;50.0;39.404;;;Aucun;;;;2021.0;1792.0;228.67;5.38;2.19;3.447;-0.0073;11.69;-0.0153884;0.017;0.2;1.298231398004887;;1.465842998004887;55.757;15;9.45696;1.466;57.766;LINESTRING (316110.7691856219 5154370.794540615, 316121.1871262258 5154365.729223063, 316124.6183764546 5154362.677815116, 316127.13170360296 5154359.231675958, 316128.4255082597 5154355.066321988, 316128.910152783 5154351.559468215, 316128.72091017966 5154348.362240807, 316126.6698227694 5154340.73962434)
63;63;280586;1907188387;913120539;True;1;;tertiary;50.0;1.063;;roundabout;Aucun;;;;5344.483;4729.985108717636;566.998064030096;37.499909960887955;10.49997549078612;;0.0044;11.51;0.0113344;0.0;0.2;1.5;1.5;1.7113344;1.8191484672;15;0.25512;1.7;1.807;LINESTRING (316752.96358449507 5154247.6803450575, 316752.40640571096 5154246.774136878)
64;64;280586;266877376;28968772;True;1;Avenue de Cour;tertiary;50.0;39.278;;;Aucun;;;;65.0;55.0;10.0;1.0;0.0;;-0.0133;16.92;-0.0248444;0.0;0.2;1.291180210242675;;1.466335810242675;52.75;15;9.42672;1.466;57.582;LINESTRING (316752.96358449507 5154247.6803450575, 316735.77699711587 5154251.848422558, 316730.97897893866 5154253.383847416, 316726.1393756583 5154256.588741873, 316716.35434798524 5154261.27793343)
65;65;1907188387;365938208;180285288;True;1;Avenue des Figuiers;tertiary;50.0;29.033;;;Bande cyclable;u to v;;;8868.0;7868.0;907.0;73.0;21.0;;-0.0223;11.29;-0.0336284;0.0;0.2;1.053812291745369;;1.220183891745369;31.617;15;6.967919999999999;1.22;35.42;LINESTRING (316752.40640571096 5154246.774136878, 316736.6862403501 5154247.138797467, 316723.4016479972 5154248.831054859)
66;66;1907188387;318537742;913120538;True;1;;tertiary;50.0;14.503;;roundabout;Aucun;;;;9927.931;8804.938436261267;1027.4927663962555;74.49948694732686;20.999853856158527;;-0.0173;11.31;-0.0295484;0.0;0.2;1.5;1.5;1.7;24.6551;15;3.48072;1.67;24.22;LINESTRING (316752.40640571096 5154246.774136878, 316750.9517252153 5154244.371468135, 316750.3514380458 5154240.519400641, 316751.0006267504 5154237.363521638, 316753.56529035687 5154233.571349605)
67;67;266877376;365938208;32539641;True;1;Avenue de Cour;tertiary;50.0;14.295;;;Aucun;;;;46.0;40.0;6.0;0.0;0.0;;-0.0084;13.04;-0.0173376;0.0;0.2;1.291127230171306;;1.473789630171306;19.727;15;3.4308;1.474;21.071;LINESTRING (316716.35434798524 5154261.27793343, 316723.4016479972 5154248.831054859)
68;68;574634679;574634659;45252378;True;1;Chemin du Reposoir;tertiary;50.0;39.166;;;Aucun;;;;1117.0;985.0;118.0;11.14;2.14;;-0.0851;11.75;0.0854404;0.0;0.2;1.29454351620717;;1.57998391620717;121.219;15;9.39984;1.495;58.553;LINESTRING (317193.80991319835 5154371.6780876815, 317195.9452536081 5154364.340253374, 317196.876400271 5154359.073987778, 317196.9735439031 5154354.155426139, 317196.37206401816 5154349.49150946, 317195.5264214827 5154346.403073656, 317192.1424076634 5154333.493308381)
69;69;360044657;280595;30073017;True;1;Chemin du Reposoir;residential;30.0;68.36699999999999;;;Aucun;;;;1117.0;985.0;118.0;11.14;2.14;;-0.0992;11.75;0.1555456;0.0;0.2;0.902;;1.2575456;242.771;15;16.408079999999998;1.102;75.34;LINESTRING (317276.0137661613 5154378.393539272, 317265.2265315259 5154374.048206531, 317231.48169219354 5154364.535053509, 317211.7808538457 5154355.098460597)
70;70;280606;593844384;27218805;True;3;Avenue de Tivoli;secondary;50.0;14.801;;;Aucun;;;;6821.503;5944.502346419386;814.5004153157294;49.500028871619186;12.500009102657504;;0.062;12.85;0.30256;0.0;0.2;1.340537985214186;;1.843097985214186;61.839;15;3.55224;1.541;22.808;LINESTRING (317063.4781278356 5154713.025919668, 317077.6552285722 5154708.638255996)
71;71;253092276;276654486;[27218808, 398412740];True;3;Avenue de Provence;secondary;50.0;57.133;;;Bande cyclable;u to v;;;11387.0;9756.0;1499.0;102.0;29.0;0.776;-0.0654;14.31;0.0141264;0.005;0.2;1.096264234627257;;1.305390634627257;113.923;15;13.71192;1.291;73.759;LINESTRING (317077.0845108945 5154720.744411708, 317036.1696663351 5154736.839175584, 317035.2296895471 5154737.23459409, 317023.76382999716 5154741.662735718)
