;key;u;v;osmid;oneway;lanes;name;highway;maxspeed;length;service;junction;Am_cycl;Am_Direct;Am_cycl_2;Am_Dir_2;DWV_ALLE;DWV_PW;DWV_LI;DWV_LW;DWV_LZ;pour100_GW;grade;HV_DWV;C_GR;B_GW;C_HV_DWV;C_IC_DWV;C_RA_DWV;TC_DWV;PD_DWV;avg_spd;tt_s;TC_noGR;PD_noGR;geometry
3116;3116;365741088;598666973;44793046;False;1;Chemin des Retraites;residential;30.0;55.718999999999994;;;Aucun;;;;777.0;725.0;51.0;1.0;0.0;;0.0134;6.69;0.0393424;0.0;0.0;0.902;;0.9413424;66.863;15;13.372559999999998;0.902;50.259;LINESTRING (317127.6125111899 5155148.301524374, 317103.5751344715 5155169.291019498, 317101.7524094125 5155170.447118847, 317083.3818309129 5155182.09032632)
3117;3117;568000952;365741089;545518358;False;3;Rue de Geneve;primary;50.0;13.032;;;Aucun;;;;4121.0;3791.0;316.0;11.0;3.0;;-0.0152;8.01;-0.0272384;0.0;0.2;1.310819428075682;;1.483581028075682;17.645;15;3.12768;1.484;19.339;LINESTRING (317121.9827799605 5155091.552549006, 317109.62119470956 5155095.785205399)
3118;3118;365741089;568000928;545518358;False;3;Rue de Geneve;primary;50.0;44.18899999999999;;;Aucun;;;;4329.993;3976.993654486418;339.3327939367658;10.999982482124315;2.999994609884406;;-0.0177;8.16;-0.0299484;0.0;0.2;1.312472498230219;;1.482524098230219;59.523;15;10.605359999999997;1.483;65.532;LINESTRING (317109.62119470956 5155095.785205399, 317101.4519292398 5155099.034847065, 317068.46453626873 5155112.176365427)
3119;3119;568000952;560778796;44793043;False;3;Avenue de SAvelin;tertiary;50.0;40.339;;;Bande cyclable;v to u;;;1516.0;1334.0;168.0;10.0;4.0;;-0.0667;12.01;0.0178756;0.0;0.2;1.296;;1.5138756;90.319;15;9.68136;1.496;60.347;LINESTRING (317121.9827799605 5155091.552549006, 317112.3477603608 5155088.974391343, 317104.11115543323 5155084.407750815, 317100.29484265286 5155081.575922369, 317096.94059777004 5155078.285277585, 317093.743940959 5155074.367075923, 317090.3218557989 5155068.831970646)
3120;3120;276519492;582915544;655620878;False;1;Chemin de Renens;residential;50.0;2.852;;;Aucun;;;;2715.0;2402.0;215.87;13.12;2.0;7.733;0.0255;8.51;0.08721;0.033;0.2;1.301685531191663;;1.555895531191663;6.363;15;0.68448;1.469;4.19;LINESTRING (316271.1983998944 5155522.75319859, 316272.6470331216 5155525.211542198)
3121;3121;6057002975;582915593;77180117;False;1;Chemin de Renens;residential;50.0;8.101000000000004;;;Contresens;u to v;;;2715.0;2402.0;215.87;13.12;2.0;7.733;0.0419;8.51;0.1707844;0.033;0.2;1.302;;1.6397844;24.028;15;1.944240000000001;1.469;11.9;LINESTRING (316383.8027508584 5155485.259274185, 316390.31753321295 5155483.671420187, 316391.68816179445 5155483.3073112145)
3122;3122;582915596;6057002975;77180117;False;1;Chemin de Renens;residential;50.0;14.978;;;Contresens;u to v;;;2715.0;2402.0;215.87;13.12;2.0;7.733;0.0546;8.51;0.2502864;0.033;0.2;1.302;;1.7192864;55.254;15;3.59472;1.469;22.003;LINESTRING (316369.27228342835 5155489.058863978, 316383.8027508584 5155485.259274185)
3123;3123;582915591;583412262;77180117;False;1;Chemin de Renens;residential;50.0;44.992;;;Contresens;v to u;;;2715.0;2402.0;215.87;13.12;2.0;;0.0338;8.51;0.1268176;0.0;0.2;1.302;;1.6288176;114.37;15;10.798079999999999;1.502;67.578;LINESTRING (316455.02014163346 5155467.028279706, 316486.98301691946 5155458.930062625, 316494.59047937696 5155456.163680765, 316498.0018441112 5155453.991648868)
3124;3124;582915593;582915591;77180117;False;1;Chemin de Renens;residential;50.0;65.212;;;Contresens;v to u;;;2715.0;2402.0;215.87;13.12;2.0;;0.0363;8.51;0.1398276;0.0;0.2;1.302;;1.6418276;173.268;15;15.650879999999999;1.502;97.948;LINESTRING (316391.68816179445 5155483.3073112145, 316455.02014163346 5155467.028279706)
3125;3125;276519492;582915596;77180117;False;1;Chemin de Renens;residential;50.0;104.192;;;Contresens;u to v;;;2715.0;2402.0;215.87;13.12;2.0;7.733;0.0737;8.51;0.3941476;0.033;0.2;1.302;;1.8631476;523.982;15;25.006079999999997;1.469;153.058;LINESTRING (316271.1983998944 5155522.75319859, 316277.33183314145 5155519.731008919, 316293.42023196176 5155511.880173139, 316305.2365643855 5155507.42877006, 316333.98250012187 5155498.559904062, 316341.5796842489 5155498.240352883, 316363.0376547135 5155492.7957992805, 316369.27228342835 5155489.058863978)
3126;3126;276519494;8476905864;1034263255;False;1;Chemin de Renens;residential;30.0;66.25099999999999;;;Aucun;;;;2715.0;2402.0;215.87;13.12;2.0;;0.0493;8.51;0.2155396;0.0;0.2;0.907;;1.3225396;194.977;15;15.900239999999997;1.107;73.34;LINESTRING (316512.133365919 5155453.485294199, 316523.90475143795 5155450.581574149, 316576.80331876426 5155438.279144588)
3127;3127;331237366;582913228;45838868;False;1;Chemin de Renens;residential;30.0;29.436;;;Aucun;;;;2715.0;2402.0;215.87;13.12;2.0;26.837;0.0615;8.51;0.29889;0.074;0.2;0.907;;1.33189;111.386;15;7.06464;1.033;30.407;LINESTRING (316644.5963720356 5155422.523097218, 316673.94526784564 5155419.342908316)
3128;3128;582913228;582921649;45838868;False;1;Chemin de Renens;residential;30.0;44.559;;;Aucun;;;;2715.0;2402.0;215.87;13.12;2.0;9.365;0.0551;8.51;0.2536804;0.038;0.2;0.907;;1.3226804;148.381;15;10.694159999999998;1.069;47.634;LINESTRING (316673.94526784564 5155419.342908316, 316718.554422179 5155416.679340047)
3129;3129;8476905864;331237366;45838868;False;1;Chemin de Renens;residential;30.0;69.407;;;Aucun;;;;2715.0;2402.0;215.87;13.12;2.0;12.281;0.0616;8.51;0.2996224;0.046;0.2;0.907;;1.3606224;261.179;15;16.65768;1.061;73.641;LINESTRING (316576.80331876426 5155438.279144588, 316644.5963720356 5155422.523097218)
3130;3130;276654331;276654304;109869556;False;1;Valle de la Jeunesse;pedestrian;;147.397;;;Piste cyclable;Both;;;0.0;0.0;0.0;0.0;0.0;74.006;0.0879;;0.5200164;0.098;0.0;0.75;;1.1720164;815.99;15;35.37528;0.652;96.103;LINESTRING (316400.5799359939 5154902.443190842, 316409.6933938161 5154906.025878791, 316431.38204901223 5154914.443113247, 316436.1074585155 5154922.429554683, 316435.98303376837 5154952.750326257, 316439.5387098373 5154957.858433487, 316449.49109176244 5154960.503775461, 316468.07620332774 5154957.9716803115, 316487.4091615394 5154955.038839465, 316506.93822313764 5154949.964804196)
3131;3131;276654331;583295792;109869560;False;1;VallAe-de-la-Jeunesse;pedestrian;;68.878;;;Piste cyclable;Both;;;0.0;0.0;0.0;0.0;0.0;74.006;0.0517;;0.2309956;0.098;0.0;0.75;;0.8829956;194.58;15;16.53072;0.652;44.908;LINESTRING (316400.5799359939 5154902.443190842, 316400.722304991 5154912.703948011, 316406.14917809324 5154928.376237613, 316420.8012420268 5154967.768742556)
3132;3132;563677279;276654331;109869560;False;1;Valle de la Jeunesse;pedestrian;;111.821;;;Piste cyclable;Both;;;0.0;0.0;0.0;0.0;0.0;74.006;0.0659;;0.3318724;0.098;0.0;0.75;;0.9838724;174.441;15;26.83704;0.652;72.907;LINESTRING (316400.5799359939 5154902.443190842, 316365.0650907123 5154814.05985445, 316354.3701512267 5154801.372273235)
3133;3133;563240706;563857958;44327949;False;1;Avenue de Provence;residential;50.0;22.628;;;Contresens;v to u;;;50.0;9756.0;1499.0;102.0;29.0;;-0.0337;14.31;-0.0354524;0.0;0.2;0.91;;1.0745476;35.775;15;5.43072;1.075;24.325;LINESTRING (316692.0641853367 5154948.069627156, 316672.33629013645 5154959.254727443)
3134;3134;276654482;563857967;44327949;False;1;Avenue de Provence;residential;50.0;46.571;;;Contresens;u to v;;;50.0;9756.0;1499.0;102.0;29.0;8.193;0.0138;14.31;0.0407376;0.034;0.2;0.91;;1.1167376;60.263;15;11.177039999999998;1.076;50.11;LINESTRING (316666.0918327172 5155050.628233558, 316707.31150769617 5155028.727307518)
3135;3135;563857958;276654487;44327949;False;1;Avenue de Provence;residential;50.0;47.553;;;Contresens;v to u;;;50.0;9756.0;1499.0;102.0;29.0;;-0.0092;14.31;-0.0186944;0.0;0.2;0.91;;1.0913056;73.802;15;11.412719999999998;1.091;51.88;LINESTRING (316672.33629013645 5154959.254727443, 316630.3694772596 5154981.845788952)
3136;3136;276654487;563857919;44327949;False;1;Avenue de Provence;residential;50.0;48.844;;;Contresens;v to u;;;50.0;9756.0;1499.0;102.0;29.0;;-0.0129;14.31;-0.0243036;0.0;0.2;0.91;;1.0856964;74.438;15;11.72256;1.086;53.045;LINESTRING (316630.3694772596 5154981.845788952, 316594.88475995645 5155000.982153709, 316587.33544606523 5155005.18127149)
3137;3137;563857919;4155636247;44327949;False;1;Avenue de Provence;residential;50.0;66.762;;;Contresens;u to v;;;50.0;9756.0;1499.0;102.0;29.0;7.72;-0.0165;14.31;-0.02871;0.032;0.2;0.91;;1.04929;54.745;15;16.02288;1.049;70.033;LINESTRING (316587.33544606523 5155005.18127149, 316554.97684073116 5155022.087839226, 316550.59670407436 5155028.270652203, 316551.6438164718 5155036.224087291, 316558.6013162909 5155049.225440144)
3138;3138;563857967;276654484;44327949;False;1;Avenue de Provence;residential;50.0;102.133;;;Contresens;v to u;;;50.0;9756.0;1499.0;102.0;29.0;6.412;0.0354;14.31;0.1350864;0.028;0.2;0.91;;1.2170864;287.096;15;24.511919999999996;1.082;110.508;LINESTRING (316707.31150769617 5155028.727307518, 316797.70700197923 5154980.692935925)
3139;3139;4155636247;276654482;44327949;False;1;Avenue de Provence;residential;50.0;140.632;;;Contresens;v to u;;;50.0;9756.0;1499.0;102.0;29.0;28.607;0.0117;14.31;0.0335556;0.076;0.2;1.47;;1.6275556;280.983;15;33.75168;1.594;224.167;LINESTRING (316558.6013162909 5155049.225440144, 316579.6684906002 5155088.579523368, 316586.7438462601 5155090.022186062, 316591.42050345417 5155089.824851629, 316666.0918327172 5155050.628233558)
3140;3140;563240696;563240706;44327950;False;1;Avenue de Provence;residential;50.0;60.978;;;Aucun;;;;50.0;9756.0;1499.0;102.0;29.0;;-0.024;14.31;-0.03456;0.0;0.2;1.291138362966947;;1.456578362966947;92.077;15;14.63472;1.457;88.845;LINESTRING (316746.14363583474 5154919.596055415, 316709.85122064804 5154938.70055209, 316692.0641853367 5154948.069627156)
3141;3141;277059597;277059596;25422183;False;1;Rue du Petit-Chene;pedestrian;;123.704;;;Zone de rencontre;Both;;;0.0;0.0;0.0;0.0;0.0;;-0.0175;;-0.02975;0.0;0.0;0.9;;0.87025;91.046;15;29.688959999999998;0.87;107.622;LINESTRING (318231.8239191848 5154457.76064896, 318355.77265142824 5154452.471892772)
3142;3142;277059597;330168195;29992134;False;1;Rue du Petit-Chene;residential;30.0;49.297;;;Zone de rencontre;Both;;;0.0;0.0;0.0;0.0;0.0;;0.003;;0.00756;0.0;0.0;0.9;;0.90756;47.029;15;11.831279999999998;0.9;44.367;LINESTRING (318231.8239191848 5154457.76064896, 318182.4523679839 5154455.195253245)
3143;3143;330168195;330168196;29992134;False;1;Rue du Petit-Chene;residential;30.0;52.059;;;Zone de rencontre;Both;;;0.0;0.0;0.0;0.0;0.0;;0.0694;;0.3592144;0.0;0.0;0.9;;1.2592144;211.672;15;12.494159999999999;0.9;46.853;LINESTRING (318182.4523679839 5154455.195253245, 318164.0567419021 5154472.018176973, 318139.68638262106 5154484.171803658)
3144;3144;277059604;561509498;44314707;False;1;Avenue Sainte-Luce;residential;20.0;55.314;;;Zone de rencontre;;;;0.0;0.0;0.0;0.0;0.0;;0.0249;;0.0845604;0.0;0.0;0.9;;0.9845604;87.064;15;13.27536;0.9;49.783;LINESTRING (318512.1651486737 5154276.9149525175, 318457.61222696933 5154286.9583223555)
3145;3145;561509498;2936333150;[844768008, 229151145, 229151144];False;1;Avenue Sainte-Luce;['residential', 'pedestrian'];20.0;101.667;;;Zone de rencontre;;;;0.0;0.0;0.0;0.0;0.0;;0.0008;;0.0019456;0.0;0.0;0.9;;0.9019456;92.924;15;24.40008;0.9;91.5;LINESTRING (318457.61222696933 5154286.9583223555, 318425.40286178945 5154296.576633497, 318417.0478050808 5154299.0626069745, 318407.9017046376 5154301.794745685, 318360.6445620238 5154318.304005005)
3146;3146;597643364;282649010;25910561;False;1;Chemin du Reposoir;residential;50.0;13.53;;;Contresens;u to v;;;1117.0;985.0;118.0;11.14;2.14;;0.0525;11.75;0.23625;0.0;0.2;0.9;;1.33625;42.281;15;3.247199999999999;1.1;14.883;LINESTRING (317027.4890638048 5154178.387177546, 317039.66920896317 5154184.347098793)
3147;3147;282649001;597641401;25910561;False;1;Chemin du Reposoir;residential;50.0;17.804;;;Contresens;u to v;;;1117.0;985.0;118.0;11.14;2.14;;0.0401;11.75;0.1605604;0.0;0.2;0.9;;1.2605604;43.424;15;4.272959999999999;1.1;19.584;LINESTRING (316975.71445386764 5154150.547397698, 316986.3093556283 5154158.668200025, 316990.3671951733 5154160.580736223)
3148;3148;282649007;597643364;25910561;False;1;Chemin du Reposoir;residential;50.0;18.46;;;Contresens;u to v;;;1117.0;985.0;118.0;11.14;2.14;;0.0483;11.75;0.2092356;0.0;0.2;0.9;;1.3092356;53.128;15;4.4304;1.1;20.306;LINESTRING (317010.8744873032 5154170.2480769595, 317027.4890638048 5154178.387177546)
3149;3149;597641401;282649007;25910561;False;1;Chemin du Reposoir;residential;50.0;22.621;;;Contresens;u to v;;;1117.0;985.0;118.0;11.14;2.14;;0.0475;11.75;0.20425;0.0;0.2;0.9;;1.30425;64.085;15;5.42904;1.1;24.883;LINESTRING (316990.3671951733 5154160.580736223, 317010.8744873032 5154170.2480769595)
3150;3150;282649010;597643378;25910561;False;1;Chemin du Reposoir;residential;50.0;32.433;;;Contresens;u to v;;;1117.0;985.0;118.0;11.14;2.14;;0.058;11.75;0.27376;0.0;0.2;0.9;;1.37376;112.543;15;7.783919999999999;1.1;35.676;LINESTRING (317039.66920896317 5154184.347098793, 317066.8337184868 5154202.176675236)
3151;3151;597643378;282645399;25910561;False;1;Chemin du Reposoir;residential;50.0;61.019000000000005;;;Contresens;u to v;;;1117.0;985.0;118.0;11.14;2.14;;0.0919;11.75;0.5583844;0.0;0.2;0.9;;1.6583844;375.572;15;14.64456;1.1;67.121;LINESTRING (317066.8337184868 5154202.176675236, 317103.1078486965 5154225.992449913, 317108.46538930293 5154230.268002778, 317111.8557839652 5154240.58626807)
3152;3152;280778008;280778006;45193559;False;1;;cycleway;;57.951;;;Zone pietonne autorisee aux velos;;;;0.0;0.0;0.0;0.0;0.0;100.0;0.0321;;0.1182564;0.099;0.0;0.95;;0.9692564;105.239016;15;13.90824;0.851;49.316;LINESTRING (317667.70255949476 5154026.972601231, 317668.9357985747 5154032.7407649895, 317672.2701422911 5154048.365827412, 317671.9923540638 5154058.5167958, 317670.328412996 5154064.450062816, 317667.11368863157 5154070.641340451, 317660.3776109405 5154081.509522605)
3153;3153;573529496;280778006;25746924;False;1;;cycleway;;6.174;;;Zone pietonne autorisee aux velos;Both;;;0.0;0.0;0.0;0.0;0.0;100.0;0.0454;;0.1914064;0.099;0.0;0.95;;1.0424064;6.007302;15;1.48176;0.851;5.254;LINESTRING (317663.957989001 5154086.439624929, 317662.58498806704 5154083.678415913, 317660.3776109405 5154081.509522605)
3154;3154;280777971;573529496;25746924;False;1;;cycleway;;12.709;;;Zone pietonne autorisee aux velos;;;;0.0;0.0;0.0;0.0;0.0;96.979;-0.023;;-0.03404;0.099;0.0;0.95;;0.81696;8.743792;15;3.05016;0.817;10.383;LINESTRING (317659.3400353295 5154097.277379617, 317661.8994989864 5154095.331916871, 317663.63012177456 5154092.632929268, 317664.3345008547 5154089.508878515, 317663.957989001 5154086.439624929)
3155;3155;280777972;280777971;25746924;False;1;;cycleway;;18.429;;;Zone pietonne autorisee aux velos;;;;0.0;0.0;0.0;0.0;0.0;93.009;0.0397;;0.1583236;0.099;0.0;0.95;;1.0093236;39.99093;15;4.422959999999999;0.851;15.683;LINESTRING (317645.8455217614 5154089.465213311, 317646.4811710965 5154092.4710543705, 317648.0729448752 5154095.103336378, 317650.4427172148 5154097.0560295135, 317653.3313331425 5154098.136757465, 317656.41227638524 5154098.210778964, 317659.3400353295 5154097.277379617)
3156;3156;280777972;280778006;25746924;False;1;;cycleway;;20.401999999999997;;;Zone pietonne autorisee aux velos;Both;;;0.0;0.0;0.0;0.0;0.0;100.0;0.0063;;0.0167076;0.099;0.0;0.95;;0.8677076;19.851145999999996;15;4.896479999999999;0.851;17.362;LINESTRING (317645.8455217614 5154089.465213311, 317646.18839492404 5154086.574474552, 317647.4137549718 5154083.92406508, 317649.4149099722 5154081.795231042, 317651.0690130205 5154080.889070288, 317651.9754352423 5154080.394674962, 317654.84621454554 5154079.863356132, 317657.7444364637 5154080.24315682, 317660.3776109405 5154081.509522605)
3157;3157;280777971;573529503;25746910;False;1;;cycleway;;19.195999999999994;;;Zone pietonne autorisee aux velos;;;;0.0;0.0;0.0;0.0;0.0;44.054;0.0314;;0.1147984;0.089;0.0;0.95;;0.9757984;34.476015999999994;15;4.607039999999999;0.861;16.528;LINESTRING (317659.3400353295 5154097.277379617, 317660.15303056786 5154109.230508056, 317660.6690437385 5154116.421553668)
3158;3158;573529501;573529503;549707052;False;1;Avenue de Milan;tertiary;50.0;4.114;;;Aucun;;;;1520.0;1315.0;190.0;12.0;2.0;16.883;-0.0598;13.42;-0.0004784;0.057;0.2;1.296085130483777;;1.438606730483777;8.421;15;0.98736;1.439;5.92;LINESTRING (317663.8793033841 5154119.005092069, 317662.78564756236 5154118.126086844, 317660.6690437385 5154116.421553668)
3159;3159;280792389;280792392;25748126;False;1;;cycleway;;22.134;;;Zone pietonne autorisee aux velos;;;;0.0;0.0;0.0;0.0;0.0;58.867;0.0042;;0.0107856;0.095;0.0;0.95;;0.8657856;20.628888;15;5.31216;0.855;18.925;LINESTRING (317742.5127809747 5154054.7362967655, 317750.13381011324 5154058.721830407, 317754.5928168894 5154062.491163441, 317758.8559478703 5154068.935499571)
3160;3160;280792521;288883221;26367625;False;1;Passage de Montriond;residential;50.0;72.933;;;Aucun;;;;99.5;60.5;36.0;2.5;0.5;;0.0794;39.2;0.4427344;0.0;0.2;1.291277056605587;;1.934011456605587;397.047;15;17.50392;1.491;108.743;LINESTRING (317930.26185607736 5154061.898701542, 317965.8358567426 5154125.5990796685)
3161;3161;288883221;288883227;416075075;False;1;Passage de Montriond;residential;50.0;52.437;;;Aucun;;;;99.5;60.5;36.0;2.5;0.5;;0.072;39.2;0.38016;0.0;0.2;1.291277056605587;;1.871437056605587;254.529;15;12.584879999999998;1.491;78.184;LINESTRING (317965.8358567426 5154125.5990796685, 317994.58708317205 5154169.486513776)
3162;3162;288883221;606374209;416075076;False;2;Boulevard de Grancy;residential;50.0;32.139;;;Contresens;u to v;;;1200.0;1075.0;116.0;8.0;2.0;;-0.0071;10.5;-0.0150236;0.0;0.2;1.291;;1.4759764;44.802;15;7.71336;1.476;47.437;LINESTRING (317965.8358567426 5154125.5990796685, 317936.91118974774 5154139.781013528)
3163;3163;606374209;271330480;416075076;False;2;Boulevard de Grancy;residential;50.0;44.445;;;Contresens;u to v;;;1200.0;1075.0;116.0;8.0;2.0;;-0.0095;10.5;-0.01919;0.0;0.2;1.291;;1.47181;60.89;15;10.666799999999999;1.472;65.423;LINESTRING (317936.91118974774 5154139.781013528, 317909.21957417496 5154153.347699891, 317896.8610109223 5154159.2911863625)
3164;3164;288883221;4169291847;416075074;False;1;Boulevard de Grancy;residential;50.0;65.67;;;Aucun;;;;1200.0;1075.0;116.0;8.0;2.0;;0.0082;10.5;0.0223696;0.0;0.2;1.294848446883336;;1.517218046883336;109.012;15;15.7608;1.495;98.177;LINESTRING (317965.8358567426 5154125.5990796685, 317972.3083605393 5154122.802091424, 318026.2553387738 5154099.460490688)
3165;3165;280792528;564464316;24811783;False;1;Avenue des Acacias;residential;50.0;165.61;;;Contresens;v to u;;;1787.5;1710.0;73.5;3.0;1.0;;0.0366;4.34;0.1414224;0.0;0.0;1.297;;1.4384224;408.394;15;39.7464;1.297;214.796;LINESTRING (318267.2163551393 5153853.20528382, 318275.93853111786 5153849.117785755, 318388.6596336474 5153772.168809131, 318397.5231269059 5153766.131050064, 318405.56446083565 5153761.863990923)
3166;3166;280792528;678462438;550416888;False;1;Avenue Adouard-Dapples;residential;50.0;50.316;;;Aucun;;;;845.0;795.0;48.0;2.0;0.0;;-0.0002;5.92;-0.0004784;0.0;0.0;1.293587432339188;;1.293109032339188;64.958;15;12.07584;1.293;65.059;LINESTRING (318267.2163551393 5153853.20528382, 318258.5038629643 5153857.615019502, 318220.1954107781 5153871.2986900285)
3167;3167;282029464;564464318;47988261;False;1;Avenue de l'Aglise-Anglaise;residential;50.0;147.51100000000002;;;Aucun;;;;57.0;50.0;7.0;1.0;0.0;16.22;0.0386;14.04;0.1522384;0.056;0.2;1.291157872167711;;1.587396272167711;414.801;15;35.402640000000005;1.435;211.678;LINESTRING (318293.9817054882 5153891.848858454, 318298.97611655487 5153890.1864821315, 318342.0557611496 5153859.211261871, 318414.6951792053 5153806.975724428)
3168;3168;362743006;597811221;[275267810, 32270935];False;1;Chemin du Treyblanc;residential;30.0;155.695;;;Contresens;v to u;;;465.0;398.0;60.0;7.0;1.0;;0.0336;14.62;0.1257984;0.0;0.2;0.901;;1.2267984;331.942;15;37.3668;1.101;171.42;LINESTRING (318435.53120931605 5154044.500061955, 318442.8908370712 5154039.786385206, 318495.92437758436 5154005.878010109, 318566.5037561357 5153959.733689984)
3169;3169;362743006;364353083;[274137051, 550608964];False;1;Avenue d'Ouchy;secondary;50.0;35.367;;;Bande cyclable;u to v;;;32.0;13.0;19.0;0.0;0.0;;-0.1038;59.38;0.1818576;0.0;0.2;1.000070625761367;;1.381928225761367;140.124;15;8.488079999999998;1.2;42.44;LINESTRING (318435.53120931605 5154044.500061955, 318438.1813573191 5154053.762386632, 318442.07691283256 5154072.040015059, 318443.5424929712 5154078.924567111)
3170;3170;280798785;597811438;[25748536, 24583049, 25748534, 25748535];False;2;['Avenue de Jurigoz', 'Avenue Juste-Olivier'];tertiary;50.0;141.236;;;Aucun;;;;2112.0;1801.0;301.0;9.0;1.0;;0.0926;14.73;0.5652304;0.0;0.2;1.29865091623562;;2.06388131623562;934.841;15;33.89664;1.499;211.713;LINESTRING (318693.00637327443 5153734.810752681, 318678.3404947609 5153747.082858936, 318671.33744963945 5153752.953259996, 318656.958931816 5153763.537521133, 318647.47100399376 5153772.31827586, 318642.9741545456 5153777.268436964, 318639.5780999453 5153784.876950832, 318638.8385618229 5153786.845307704, 318638.55830072024 5153793.893402312, 318641.3535139167 5153804.930841561, 318646.979853873 5153817.696229473, 318658.1428988819 5153846.132327239, 318659.10196406534 5153848.161017461)
3171;3171;597811438;280798785;[25748536, 24583049, 25748534, 25748535];False;2;['Avenue Juste-Olivier', 'Avenue de Jurigoz'];tertiary;50.0;141.23600000000002;;;Bande cyclable;v to u;;;2112.0;1801.0;301.0;9.0;1.0;;-0.0926;14.73;0.1207504;0.0;0.2;1.299;;1.6197504;498.563;15;33.896640000000005;1.499;211.713;LINESTRING (318659.10196406534 5153848.161017461, 318658.1428988819 5153846.132327239, 318646.979853873 5153817.696229473, 318641.3535139167 5153804.930841561, 318638.55830072024 5153793.893402312, 318638.8385618229 5153786.845307704, 318639.5780999453 5153784.876950832, 318642.9741545456 5153777.268436964, 318647.47100399376 5153772.31827586, 318656.958931816 5153763.537521133, 318671.33744963945 5153752.953259996, 318678.3404947609 5153747.082858936, 318693.00637327443 5153734.810752681)
3172;3172;280798785;280798788;25748537;False;1;Chemin Antoine-de-Chandieu;residential;30.0;204.61400000000003;;;Contresens;u to v;;;1956.05;1765.29;162.48;6.29;1.0;;-0.0409;8.68;-0.0312476;0.0;0.2;1.006;;1.1747524;249.834;15;49.10736000000001;1.175;240.421;LINESTRING (318693.00637327443 5153734.810752681, 318702.11544129724 5153741.066109023, 318708.48139418266 5153741.097915798, 318769.5748302113 5153724.944883332, 318827.8871604784 5153710.265845434, 318839.89995388064 5153704.25686156, 318888.9105309644 5153690.212627273)
3173;3173;597811438;337907694;25748534;False;2;Avenue Juste-Olivier;tertiary;50.0;8.32;;;Bande cyclable;v to u;;;2112.0;1801.0;301.0;9.0;1.0;;0.0402;14.73;0.1611216;0.0;0.2;1.299;;1.6601216;23.654;15;1.9968;1.499;12.472;LINESTRING (318659.10196406534 5153848.161017461, 318662.65943729377 5153855.683586567)
3174;3174;337907694;597811446;25748534;False;2;Avenue Juste-Olivier;tertiary;50.0;28.974;;;Bande cyclable;v to u;;;2112.0;1801.0;301.0;9.0;1.0;;0.0782;14.73;0.4322896;0.0;0.2;1.299;;1.9312896;155.098;15;6.95376;1.499;43.432;LINESTRING (318662.65943729377 5153855.683586567, 318673.1804312859 5153882.682063467)
3175;3175;330171530;597811463;25748534;False;2;Avenue Juste-Olivier;tertiary;50.0;36.766000000000005;;;Bande cyclable;u to v;;;2549.0;2170.0;361.0;16.0;2.0;;-0.0747;14.87;0.0439236;0.0;0.2;1.007314539870116;;1.251238139870116;84.121;15;8.82384;1.207;44.377;LINESTRING (318712.8420091057 5153980.572784649, 318708.45475401834 5153970.205779121, 318699.66023880773 5153948.805104789, 318698.7575757573 5153946.607902947)
3176;3176;597811463;597811446;25748534;False;2;Avenue Juste-Olivier;tertiary;50.0;68.849;;;Bande cyclable;u to v;;;2549.0;2170.0;361.0;16.0;2.0;;-0.0761;14.87;0.0490084;0.0;0.2;1.007314539870116;;1.256322939870116;162.002;15;16.52376;1.207;83.101;LINESTRING (318698.7575757573 5153946.607902947, 318678.55277245434 5153896.45598681, 318673.1804312859 5153882.682063467)
3177;3177;280798794;280798803;[25748541, 45873086, 45873087];False;1;Chemin de Montolivet;residential;30.0;189.674;;;Aucun;;;;2491.65;2320.46;163.88;6.12;1.19;0.38;0.1;6.87;0.64;0.003;0.0;0.906;;1.543;1279.73;15;45.52176;0.903;171.276;LINESTRING (318901.54467453226 5153688.288885589, 318907.9787424887 5153731.4132794915, 318914.625686604 5153788.588431802, 318922.2823737853 5153855.6534475265, 318930.23328375904 5153875.055586381)
3178;3178;337907716;280798803;32387372;False;1;Avenue des Alpes;residential;30.0;39.405;;;Contresens;u to v;;;12.0;7.0;5.0;0.0;0.0;;-0.0334;41.67;-0.0355376;0.0;0.2;0.905;;1.0694624;39.917;15;9.4572;1.069;42.124;LINESTRING (318894.497746591 5153891.8831036715, 318930.23328375904 5153875.055586381)
3179;3179;280798803;613122668;32387372;False;1;Avenue des Alpes;residential;30.0;54.512;;;Contresens;u to v;;;12.0;7.0;5.0;0.0;0.0;;-0.0198;41.67;-0.0318384;0.0;0.2;0.905;;1.0731616;51.132;15;13.08288;1.073;58.491;LINESTRING (318930.23328375904 5153875.055586381, 318934.89598410507 5153873.592724124, 318983.6667235232 5153863.637814502)
3180;3180;330171532;337907716;32387372;False;1;Avenue des Alpes;residential;30.0;112.14;;;Contresens;u to v;;;12.0;7.0;5.0;0.0;0.0;;-0.0083;41.67;-0.0171644;0.0;0.2;0.905;;1.0878356;111.579;15;26.9136;1.088;122.008;LINESTRING (318792.7624333226 5153939.667603924, 318840.71846321377 5153917.902981852, 318867.1706205524 5153905.15629417, 318894.497746591 5153891.8831036715)
