field_1;id_in;x_in;y_in;id_anf;x_anf;y_anf;id_ant;x_ant;y_ant;name_anf_in;oneway_anf_in;lanes_anf_in;highway_anf_in;maxspeed_anf_in;grade_anf_in;name_in_ant;oneway_in_ant;lanes_in_ant;highway_in_ant;maxspeed_in_ant;grade_in_ant;DWV_mean;angle;movement;sas;tag;tad_fr;tad_vim;bc_rouge;preselection;Comment;Signalized_inter
"779";"602689336";"318691.682";"5155757.46";"573250902";"318709.8026";"5155721.563";"602689574";"318720.6144";"5155669.714";Route du Pavement;False;"2";residential;"50.0";"0.0317";Route du Pavement;False;"2";residential;"50.0";"-0.0311";"756.0";"351.465";gauche;;;;;;;;
"780";"602689336";"318691.682";"5155757.46";"267510227";"318674.6697";"5155797.038";"602689574";"318720.6144";"5155669.714";Route du Pavement;False;"2";residential;"50.0";"-0.0341";Route du Pavement;False;"2";residential;"50.0";"-0.0311";"756.0";"174.989";tout_droit;;;;;;;;
"781";"602689336";"318691.682";"5155757.46";"267510227";"318674.6697";"5155797.038";"573250902";"318709.8026";"5155721.563";Route du Pavement;False;"2";residential;"50.0";"-0.0341";Route du Pavement;False;"2";residential;"50.0";"-0.0317";"756.0";"183.524";tout_droit;;;;;;;;
"782";"602689336";"318691.682";"5155757.46";"602689574";"318720.6144";"5155669.714";"573250902";"318709.8026";"5155721.563";Route du Pavement;False;"2";residential;"50.0";"0.0311";Route du Pavement;False;"2";residential;"50.0";"-0.0317";"756.0";"8.535";droite;;;;;;;;
"783";"572308204";"320433.2285";"5156893.364";"3219063415";"320441.1119";"5156864.493";"4243388011";"320430.67";"5156903.082";Avenue de Valmont;False;"4";residential;"50.0";"0.0911";Avenue de Valmont;False;"4";residential;"50.0";"-0.0126";"10901.98";"179.477";tout_droit;;;;;;;;
"784";"572308204";"320433.2285";"5156893.364";"565051500";"320330.9213";"5156866.731";"4243388011";"320430.67";"5156903.082";Route de Berne;True;"2";primary;"60.0";"0.0425";Avenue de Valmont;False;"4";residential;"50.0";"-0.0126";"5450.99";"270.158";gauche;;;;;;;;
"785";"572308204";"320433.2285";"5156893.364";"4243388011";"320430.67";"5156903.082";"3219063415";"320441.1119";"5156864.493";Avenue de Valmont;False;"4";residential;"50.0";"0.0126";Avenue de Valmont;False;"4";residential;"50.0";"-0.0911";"10901.98";"180.523";tout_droit;;;;;;;;
"786";"572308204";"320433.2285";"5156893.364";"565051500";"320330.9213";"5156866.731";"3219063415";"320441.1119";"5156864.493";Route de Berne;True;"2";primary;"60.0";"0.0425";Avenue de Valmont;False;"4";residential;"50.0";"-0.0911";"5450.99";"90.681";droite;;;;;;;;
"787";"572307635";"320607.613";"5156701.59";"572307627";"320580.042";"5156665.163";"572307980";"320632.4079";"5156677.79";Avenue de Valmont;False;"1";residential;"50.0";"0.0564";;False;"1";service;;"0.0473";"0.0";"83.294";droite;;;;;;;;
"788";"572307635";"320607.613";"5156701.59";"572307632";"320584.5507";"5156723.771";"572307980";"320632.4079";"5156677.79";Avenue de Valmont;False;"1";residential;"50.0";"0.0041";;False;"1";service;;"0.0473";"5450.99";"180.057";tout_droit;;;;;;;;
"789";"572307635";"320607.613";"5156701.59";"572307627";"320580.042";"5156665.163";"572307632";"320584.5507";"5156723.771";Avenue de Valmont;False;"1";residential;"50.0";"0.0564";Avenue de Valmont;False;"1";residential;"50.0";"-0.0041";"5450.99";"263.237";gauche;;;;;;;;
"790";"572307635";"320607.613";"5156701.59";"572307980";"320632.4079";"5156677.79";"572307632";"320584.5507";"5156723.771";;False;"1";service;;"-0.0473";Avenue de Valmont;False;"1";residential;"50.0";"-0.0041";"5450.99";"179.943";tout_droit;;;;;;;;
"791";"572307635";"320607.613";"5156701.59";"572307980";"320632.4079";"5156677.79";"572307627";"320580.042";"5156665.163";;False;"1";service;;"-0.0473";Avenue de Valmont;False;"1";residential;"50.0";"-0.0564";"0.0";"276.706";gauche;;;;;;;;
"792";"572307635";"320607.613";"5156701.59";"572307632";"320584.5507";"5156723.771";"572307627";"320580.042";"5156665.163";Avenue de Valmont;False;"1";residential;"50.0";"0.0041";Avenue de Valmont;False;"1";residential;"50.0";"-0.0564";"5450.99";"96.763";droite;;;;;;;;
"793";"572307627";"320580.042";"5156665.163";"572307477";"320471.6436";"5156522.594";"572307635";"320607.613";"5156701.59";Avenue de Valmont;False;"1";residential;"50.0";"0.0632";Avenue de Valmont;False;"1";residential;"50.0";"0.0564";"5450.99";"180.125";tout_droit;;;;;;;;
"794";"572307627";"320580.042";"5156665.163";"572307477";"320471.6436";"5156522.594";"572307635";"320607.613";"5156701.59";Avenue de Valmont;False;"1";residential;"50.0";"0.0632";Avenue de Valmont;False;"1";residential;"50.0";"0.0564";"0.0";"180.125";tout_droit;;;;;;;;
"795";"572307627";"320580.042";"5156665.163";"572307635";"320607.613";"5156701.59";"572307477";"320471.6436";"5156522.594";Avenue de Valmont;False;"1";residential;"50.0";"-0.0564";Avenue de Valmont;False;"1";residential;"50.0";"-0.0632";"0.0";"179.875";tout_droit;;;;;;;;
"796";"572307627";"320580.042";"5156665.163";"572307635";"320607.613";"5156701.59";"572307477";"320471.6436";"5156522.594";Avenue de Valmont;False;"1";residential;"50.0";"-0.0564";Avenue de Valmont;False;"1";residential;"50.0";"-0.0632";"5450.99";"179.875";tout_droit;;;;;;;;
"797";"572307477";"320471.6436";"5156522.594";"572165849";"320917.0062";"5156432.592";"5060514065";"320267.175";"5156433.08";Avenue de Valmont - Chemin Praz-Sechaud;False;"1";unclassified;;"-0.0228";Avenue de Valmont;False;"1";residential;"50.0";"-0.0422";"5450.99";"215.068";gauche;;;;;;;;
"798";"572307477";"320471.6436";"5156522.594";"598481424";"320467.7527";"5156530.605";"5060514065";"320267.175";"5156433.08";;False;"1";service;;"-0.0321";Avenue de Valmont;False;"1";residential;"50.0";"-0.0422";"5450.99";"87.738";droite;;;;;;;;
"799";"572307477";"320471.6436";"5156522.594";"572307627";"320580.042";"5156665.163";"5060514065";"320267.175";"5156433.08";Avenue de Valmont;False;"1";residential;"50.0";"-0.0632";Avenue de Valmont;False;"1";residential;"50.0";"-0.0422";"5450.99";"150.89";droite;;;;;;;;
"800";"572307477";"320471.6436";"5156522.594";"572307627";"320580.042";"5156665.163";"5060514065";"320267.175";"5156433.08";Avenue de Valmont;False;"1";residential;"50.0";"-0.0632";Avenue de Valmont;False;"1";residential;"50.0";"-0.0422";"10901.98";"150.89";droite;;;;;;;;
"801";"572307477";"320471.6436";"5156522.594";"572165849";"320917.0062";"5156432.592";"598481424";"320467.7527";"5156530.605";Avenue de Valmont - Chemin Praz-Sechaud;False;"1";unclassified;;"-0.0228";;False;"1";service;;"0.0321";"0.0";"127.33";droite;;;;;;;;
"802";"572307477";"320471.6436";"5156522.594";"5060514065";"320267.175";"5156433.08";"598481424";"320467.7527";"5156530.605";Avenue de Valmont;False;"1";residential;"50.0";"0.0422";;False;"1";service;;"0.0321";"5450.99";"272.262";gauche;;;;;;;;
"803";"572307477";"320471.6436";"5156522.594";"572307627";"320580.042";"5156665.163";"598481424";"320467.7527";"5156530.605";Avenue de Valmont;False;"1";residential;"50.0";"-0.0632";;False;"1";service;;"0.0321";"0.0";"63.152";droite;;;;;;;;
"804";"572307477";"320471.6436";"5156522.594";"572307627";"320580.042";"5156665.163";"598481424";"320467.7527";"5156530.605";Avenue de Valmont;False;"1";residential;"50.0";"-0.0632";;False;"1";service;;"0.0321";"5450.99";"63.152";droite;;;;;;;;
"805";"572307477";"320471.6436";"5156522.594";"572165849";"320917.0062";"5156432.592";"572307627";"320580.042";"5156665.163";Avenue de Valmont - Chemin Praz-Sechaud;False;"1";unclassified;;"-0.0228";Avenue de Valmont;False;"1";residential;"50.0";"0.0632";"5450.99";"64.178";droite;;;;;;;;
"806";"572307477";"320471.6436";"5156522.594";"572165849";"320917.0062";"5156432.592";"572307627";"320580.042";"5156665.163";Avenue de Valmont - Chemin Praz-Sechaud;False;"1";unclassified;;"-0.0228";Avenue de Valmont;False;"1";residential;"50.0";"0.0632";"0.0";"64.178";droite;;;;;;;;
"807";"572307477";"320471.6436";"5156522.594";"5060514065";"320267.175";"5156433.08";"572307627";"320580.042";"5156665.163";Avenue de Valmont;False;"1";residential;"50.0";"0.0422";Avenue de Valmont;False;"1";residential;"50.0";"0.0632";"10901.98";"209.11";gauche;;;;;;;;
"808";"572307477";"320471.6436";"5156522.594";"5060514065";"320267.175";"5156433.08";"572307627";"320580.042";"5156665.163";Avenue de Valmont;False;"1";residential;"50.0";"0.0422";Avenue de Valmont;False;"1";residential;"50.0";"0.0632";"5450.99";"209.11";gauche;;;;;;;;
"809";"572307477";"320471.6436";"5156522.594";"598481424";"320467.7527";"5156530.605";"572307627";"320580.042";"5156665.163";;False;"1";service;;"-0.0321";Avenue de Valmont;False;"1";residential;"50.0";"0.0632";"5450.99";"296.848";gauche;;;;;;;;
"810";"572307477";"320471.6436";"5156522.594";"598481424";"320467.7527";"5156530.605";"572307627";"320580.042";"5156665.163";;False;"1";service;;"-0.0321";Avenue de Valmont;False;"1";residential;"50.0";"0.0632";"0.0";"296.848";gauche;;;;;;;;
"811";"572307477";"320471.6436";"5156522.594";"5060514065";"320267.175";"5156433.08";"572165849";"320917.0062";"5156432.592";Avenue de Valmont;False;"1";residential;"50.0";"0.0422";Avenue de Valmont - Chemin Praz-Sechaud;False;"1";unclassified;;"0.0228";"5450.99";"144.932";droite;;;;;;;;
"812";"572307477";"320471.6436";"5156522.594";"598481424";"320467.7527";"5156530.605";"572165849";"320917.0062";"5156432.592";;False;"1";service;;"-0.0321";Avenue de Valmont - Chemin Praz-Sechaud;False;"1";unclassified;;"0.0228";"0.0";"232.67";gauche;;;;;;;;
"813";"572307477";"320471.6436";"5156522.594";"572307627";"320580.042";"5156665.163";"572165849";"320917.0062";"5156432.592";Avenue de Valmont;False;"1";residential;"50.0";"-0.0632";Avenue de Valmont - Chemin Praz-Sechaud;False;"1";unclassified;;"0.0228";"0.0";"295.822";gauche;;;;;;;;
"814";"572307477";"320471.6436";"5156522.594";"572307627";"320580.042";"5156665.163";"572165849";"320917.0062";"5156432.592";Avenue de Valmont;False;"1";residential;"50.0";"-0.0632";Avenue de Valmont - Chemin Praz-Sechaud;False;"1";unclassified;;"0.0228";"5450.99";"295.822";gauche;;;;;;;;
"815";"5060514065";"320267.175";"5156433.08";"572307477";"320471.6436";"5156522.594";"621759913";"320265.0386";"5156240.538";Avenue de Valmont;False;"1";residential;"50.0";"-0.0422";Avenue de Valmont;False;"1";residential;"50.0";"-0.0959";"10901.98";"245.721";gauche;;;;;;;;
"816";"5060514065";"320267.175";"5156433.08";"621759913";"320265.0386";"5156240.538";"572307477";"320471.6436";"5156522.594";Avenue de Valmont;False;"1";residential;"50.0";"0.0959";Avenue de Valmont;False;"1";residential;"50.0";"0.0422";"10901.98";"114.279";droite;;;;;;;;
"817";"572267160";"320951.507";"5156682.438";"572267020";"320851.5686";"5156735.285";"572266576";"320940.7859";"5156620.978";Chemin Praz Sechaud;False;"1";service;;"-0.0226";Chemin de Praz-SAchaud;False;"1";residential;"30.0";"-0.0558";"734.895";"107.975";droite;;;;;;;;
"818";"572267160";"320951.507";"5156682.438";"572266576";"320940.7859";"5156620.978";"572267020";"320851.5686";"5156735.285";Chemin de Praz-SAchaud;False;"1";residential;"30.0";"0.0558";Chemin Praz Sechaud;False;"1";service;;"0.0226";"734.895";"252.025";gauche;;;;;;;;
"819";"572267020";"320851.5686";"5156735.285";"572308265";"320846.8621";"5156735.981";"572267160";"320951.507";"5156682.438";Avenue de Valmont;False;"1";service;;"-0.0376";Chemin Praz Sechaud;False;"1";service;;"-0.0226";"0.0";"160.542";droite;;;;;;;;
"820";"572267020";"320851.5686";"5156735.285";"572267160";"320951.507";"5156682.438";"572308265";"320846.8621";"5156735.981";Chemin Praz Sechaud;False;"1";service;;"0.0226";Avenue de Valmont;False;"1";service;;"0.0376";"0.0";"199.458";gauche;;;;;;;;
"821";"572266552";"320939.6668";"5156617.652";"572266576";"320940.7859";"5156620.978";"572265913";"320920.3138";"5156597.462";Chemin de Praz-SAchaud;False;"1";residential;"30.0";"-0.0588";Chemin de Praz-SAchaud;False;"1";residential;"30.0";"-0.0581";"1469.79";"154.809";droite;;;;;;;;
"822";"572266552";"320939.6668";"5156617.652";"572265913";"320920.3138";"5156597.462";"572266576";"320940.7859";"5156620.978";Chemin de Praz-SAchaud;False;"1";residential;"30.0";"0.0581";Chemin de Praz-SAchaud;False;"1";residential;"30.0";"0.0588";"1469.79";"205.191";gauche;;;;;;;;
"823";"572265913";"320920.3138";"5156597.462";"572266552";"320939.6668";"5156617.652";"572265824";"320897.9458";"5156557.355";Chemin de Praz-SAchaud;False;"1";residential;"30.0";"-0.0581";Chemin de Praz-SAchaud;False;"1";residential;"30.0";"-0.0567";"1469.79";"194.639";tout_droit;;;;;;;;
"824";"572265913";"320920.3138";"5156597.462";"572265824";"320897.9458";"5156557.355";"572266552";"320939.6668";"5156617.652";Chemin de Praz-SAchaud;False;"1";residential;"30.0";"0.0567";Chemin de Praz-SAchaud;False;"1";residential;"30.0";"0.0581";"1469.79";"165.361";tout_droit;;;;;;;;
"825";"572165938";"320940.1923";"5156393.771";"572165849";"320917.0062";"5156432.592";"572165928";"320941.5963";"5156391.684";Chemin de Praz-SAchaud;False;"1";residential;"30.0";"0.0822";Chemin de Praz-SAchaud;False;"1";residential;"30.0";"0.0886";"1469.79";"183.082";tout_droit;;;;;;;;
"826";"572165938";"320940.1923";"5156393.771";"572165928";"320941.5963";"5156391.684";"572165849";"320917.0062";"5156432.592";Chemin de Praz-SAchaud;False;"1";residential;"30.0";"-0.0886";Chemin de Praz-SAchaud;False;"1";residential;"30.0";"-0.0822";"1469.79";"176.918";tout_droit;;;;;;;;
"827";"572165849";"320917.0062";"5156432.592";"572165879";"320905.7092";"5156460.573";"572307477";"320471.6436";"5156522.594";Chemin de Praz-SAchaud;False;"1";residential;"30.0";"0.075";Avenue de Valmont - Chemin Praz-Sechaud;False;"1";unclassified;;"-0.0228";"734.895";"56.589";droite;;;;;;;;
"828";"572165849";"320917.0062";"5156432.592";"572165938";"320940.1923";"5156393.771";"572307477";"320471.6436";"5156522.594";Chemin de Praz-SAchaud;False;"1";residential;"30.0";"-0.0822";Avenue de Valmont - Chemin Praz-Sechaud;False;"1";unclassified;;"-0.0228";"734.895";"227.727";gauche;;;;;;;;
"829";"572165849";"320917.0062";"5156432.592";"572165879";"320905.7092";"5156460.573";"572165938";"320940.1923";"5156393.771";Chemin de Praz-SAchaud;False;"1";residential;"30.0";"0.075";Chemin de Praz-SAchaud;False;"1";residential;"30.0";"0.0822";"1469.79";"188.862";tout_droit;;;;;;;;
"830";"572165849";"320917.0062";"5156432.592";"572307477";"320471.6436";"5156522.594";"572165938";"320940.1923";"5156393.771";Avenue de Valmont - Chemin Praz-Sechaud;False;"1";unclassified;;"0.0228";Chemin de Praz-SAchaud;False;"1";residential;"30.0";"0.0822";"734.895";"132.273";droite;;;;;;;;
"831";"572165849";"320917.0062";"5156432.592";"572307477";"320471.6436";"5156522.594";"572165879";"320905.7092";"5156460.573";Avenue de Valmont - Chemin Praz-Sechaud;False;"1";unclassified;;"0.0228";Chemin de Praz-SAchaud;False;"1";residential;"30.0";"-0.075";"734.895";"303.411";gauche;;;;;;;;
"832";"572165849";"320917.0062";"5156432.592";"572165938";"320940.1923";"5156393.771";"572165879";"320905.7092";"5156460.573";Chemin de Praz-SAchaud;False;"1";residential;"30.0";"-0.0822";Chemin de Praz-SAchaud;False;"1";residential;"30.0";"-0.075";"1469.79";"171.138";tout_droit;;;;;;;;
"833";"572165949";"320990.5664";"5156340.079";"572165772";"320977.4003";"5156327.479";"572165954";"320992.6198";"5156342.042";Avenue des Boveresses;False;"2";unclassified;"50.0";"0.014";Avenue des Boveresses;False;"2";unclassified;"50.0";"0.0092";"1527.0";"179.969";tout_droit;;;;;;;;
"834";"572165949";"320990.5664";"5156340.079";"572165928";"320941.5963";"5156391.684";"572165954";"320992.6198";"5156342.042";Chemin de Praz-SAchaud;False;"1";residential;"30.0";"0.0441";Avenue des Boveresses;False;"2";unclassified;"50.0";"0.0092";"1498.395";"270.211";gauche;;;;;;;;
"835";"572165949";"320990.5664";"5156340.079";"572165772";"320977.4003";"5156327.479";"572165928";"320941.5963";"5156391.684";Avenue des Boveresses;False;"2";unclassified;"50.0";"0.014";Chemin de Praz-SAchaud;False;"1";residential;"30.0";"-0.0441";"1498.395";"269.758";gauche;;;;;;;;
"836";"572165949";"320990.5664";"5156340.079";"572165954";"320992.6198";"5156342.042";"572165928";"320941.5963";"5156391.684";Avenue des Boveresses;False;"2";unclassified;"50.0";"-0.0092";Chemin de Praz-SAchaud;False;"1";residential;"30.0";"-0.0441";"1498.395";"89.789";droite;;;;;;;;
"837";"572165949";"320990.5664";"5156340.079";"572165954";"320992.6198";"5156342.042";"572165772";"320977.4003";"5156327.479";Avenue des Boveresses;False;"2";unclassified;"50.0";"-0.0092";Avenue des Boveresses;False;"2";unclassified;"50.0";"-0.014";"1527.0";"180.031";tout_droit;;;;;;;;
"838";"572165949";"320990.5664";"5156340.079";"572165928";"320941.5963";"5156391.684";"572165772";"320977.4003";"5156327.479";Chemin de Praz-SAchaud;False;"1";residential;"30.0";"0.0441";Avenue des Boveresses;False;"2";unclassified;"50.0";"-0.014";"1498.395";"90.242";droite;;;;;;;;
"839";"617986320";"320384.481";"5154792.803";"571544278";"320358.1219";"5154784.845";"571544404";"320453.0743";"5154836.431";Chemin de la Plaisante;False;"1";residential;"30.0";"0.0883";Chemin de la Plaisante;False;"1";residential;"30.0";"0.088";"1086.95";"195.659";gauche;;;;;;;;
"840";"617986320";"320384.481";"5154792.803";"571544404";"320453.0743";"5154836.431";"571544278";"320358.1219";"5154784.845";Chemin de la Plaisante;False;"1";residential;"30.0";"-0.088";Chemin de la Plaisante;False;"1";residential;"30.0";"-0.0883";"1086.95";"164.341";droite;;;;;;;;
"841";"617986453";"320460.6495";"5154842.078";"330910182";"320498.8273";"5154876.099";"571544404";"320453.0743";"5154836.431";Chemin de la Plaisante;False;"1";residential;"30.0";"-0.0875";Chemin de la Plaisante;False;"1";residential;"30.0";"-0.0854";"1086.95";"174.998";tout_droit;;;;;;;;
"842";"617986453";"320460.6495";"5154842.078";"571544404";"320453.0743";"5154836.431";"330910182";"320498.8273";"5154876.099";Chemin de la Plaisante;False;"1";residential;"30.0";"0.0854";Chemin de la Plaisante;False;"1";residential;"30.0";"0.0875";"1086.95";"185.002";tout_droit;;;;;;;;
"843";"571534803";"320494.4411";"5154738.04";"571534815";"320519.3514";"5154725.102";"330906602";"320451.4909";"5154752.003";Chemin du Riolet;False;"1";residential;"50.0";"0.0688";Chemin du Riolet;False;"1";residential;"50.0";"0.0491";"1359.0";"189.437";tout_droit;;;;;;;;
"844";"571534803";"320494.4411";"5154738.04";"330906602";"320451.4909";"5154752.003";"571534815";"320519.3514";"5154725.102";Chemin du Riolet;False;"1";residential;"50.0";"-0.0491";Chemin du Riolet;False;"1";residential;"50.0";"-0.0688";"1359.0";"170.563";tout_droit;;;;;;;;
"845";"9552516062";"318555.5709";"5156454.97";"599706379";"318567.445";"5156515.158";"9552516061";"318537.1953";"5156450.272";Route Aloys-Fauquez;False;"2";secondary;"50.0";"-0.023";;True;"1";cycleway;;"-0.0625";"3429.0";"115.502";droite;;;;;;;;
"846";"9552516062";"318555.5709";"5156454.97";"582627617";"318553.5137";"5156446.258";"9552516061";"318537.1953";"5156450.272";Route Aloys-Fauquez;False;"2";secondary;"50.0";"0.0176";;True;"1";cycleway;;"-0.0625";"3429.0";"297.627";gauche;;;;;;;;
"847";"9552516062";"318555.5709";"5156454.97";"599706379";"318567.445";"5156515.158";"582627617";"318553.5137";"5156446.258";Route Aloys-Fauquez;False;"2";secondary;"50.0";"-0.023";Route Aloys-Fauquez;False;"2";secondary;"50.0";"-0.0176";"6858.0";"177.874";tout_droit;;;;;;;;
"848";"9552516062";"318555.5709";"5156454.97";"582627617";"318553.5137";"5156446.258";"599706379";"318567.445";"5156515.158";Route Aloys-Fauquez;False;"2";secondary;"50.0";"0.0176";Route Aloys-Fauquez;False;"2";secondary;"50.0";"0.023";"6858.0";"182.126";tout_droit;;;;;;;;
"849";"599706337";"318552.1239";"5156440.349";"286706991";"318526.9432";"5156318.293";"582627617";"318553.5137";"5156446.258";Route Aloys-Fauquez;False;"2";secondary;"50.0";"0.0288";Route Aloys-Fauquez;False;"2";secondary;"50.0";"0.0262";"6858.0";"178.421";tout_droit;;;;;;;;
